id,chemical,date,location,misurations
22228,Endosulfan (alpha),2005-09,Boonsri,6
22229,Endosulfan (alpha),2005-09,Busarakhan,1
22230,Endosulfan (alpha),2005-09,Chai,6
22231,Endosulfan (alpha),2005-09,Kannika,3
22232,Endosulfan (alpha),2005-09,Kohsoom,1
22233,Endosulfan (alpha),2005-09,Sakda,3
22234,Endosulfan (alpha),2005-09,Somchair,1
22235,Endosulfan (alpha),2005-10,Boonsri,2
22236,Endosulfan (alpha),2005-10,Busarakhan,1
22237,Endosulfan (alpha),2005-10,Chai,2
22238,Endosulfan (alpha),2005-10,Somchair,1
22239,Endosulfan (alpha),2005-11,Boonsri,2
22240,Endosulfan (alpha),2005-11,Chai,1
22241,Endosulfan (alpha),2005-11,Somchair,1
22242,Endosulfan (alpha),2005-12,Chai,2
22243,Endosulfan (alpha),2006-01,Boonsri,3
22244,Endosulfan (alpha),2006-01,Sakda,2
22245,Endosulfan (alpha),2006-01,Somchair,1
22246,Endosulfan (alpha),2006-02,Boonsri,6
22247,Endosulfan (alpha),2006-02,Busarakhan,1
22248,Endosulfan (alpha),2006-02,Chai,4
22249,Endosulfan (alpha),2006-02,Kannika,2
22250,Endosulfan (alpha),2006-02,Kohsoom,1
22251,Endosulfan (alpha),2006-02,Sakda,2
22252,Endosulfan (alpha),2006-02,Somchair,1
22253,Endosulfan (alpha),2006-03,Boonsri,3
22254,Endosulfan (alpha),2006-03,Sakda,1
22255,Endosulfan (alpha),2006-04,Boonsri,4
22256,Endosulfan (alpha),2006-04,Chai,3
22257,Endosulfan (alpha),2006-04,Sakda,1
22258,Endosulfan (alpha),2006-05,Boonsri,3
22259,Endosulfan (alpha),2006-05,Kohsoom,1
22260,Endosulfan (alpha),2006-05,Somchair,1
22261,Endosulfan (alpha),2006-06,Busarakhan,1
22262,Endosulfan (alpha),2006-06,Chai,6
22263,Endosulfan (alpha),2006-06,Kannika,3
22264,Endosulfan (alpha),2006-06,Sakda,3
22265,Endosulfan (alpha),2006-06,Somchair,1
22266,Endosulfan (alpha),2006-07,Boonsri,6
22267,Endosulfan (alpha),2006-07,Busarakhan,1
22268,Endosulfan (alpha),2006-07,Chai,6
22269,Endosulfan (alpha),2006-07,Kannika,3
22270,Endosulfan (alpha),2006-07,Kohsoom,1
22271,Endosulfan (alpha),2006-07,Sakda,3
22272,Endosulfan (alpha),2006-07,Somchair,1
22273,Endosulfan (alpha),2006-08,Boonsri,6
22274,Endosulfan (alpha),2006-08,Busarakhan,1
22275,Endosulfan (alpha),2006-08,Chai,6
22276,Endosulfan (alpha),2006-08,Kannika,3
22277,Endosulfan (alpha),2006-08,Kohsoom,1
22278,Endosulfan (alpha),2006-08,Sakda,3
22279,Endosulfan (alpha),2006-08,Somchair,1
22280,Endosulfan (alpha),2006-09,Boonsri,3
22281,Endosulfan (alpha),2006-09,Busarakhan,1
22282,Endosulfan (alpha),2006-09,Chai,6
22283,Endosulfan (alpha),2006-09,Kannika,3
22284,Endosulfan (alpha),2006-09,Kohsoom,1
22285,Endosulfan (alpha),2006-09,Sakda,3
22286,Endosulfan (alpha),2006-09,Somchair,1
22287,Endosulfan (alpha),2006-10,Boonsri,4
22288,Endosulfan (alpha),2006-10,Busarakhan,1
22289,Endosulfan (alpha),2006-10,Chai,3
22290,Endosulfan (alpha),2006-10,Kannika,3
22291,Endosulfan (alpha),2006-10,Sakda,3
22292,Endosulfan (alpha),2006-10,Somchair,1
22293,Endosulfan (alpha),2006-11,Boonsri,6
22294,Endosulfan (alpha),2006-11,Busarakhan,1
22295,Endosulfan (alpha),2006-11,Chai,6
22296,Endosulfan (alpha),2006-11,Kannika,3
22297,Endosulfan (alpha),2006-11,Kohsoom,1
22298,Endosulfan (alpha),2006-11,Sakda,3
22299,Endosulfan (alpha),2006-11,Somchair,1
22300,Endosulfan (alpha),2006-12,Boonsri,3
22301,Endosulfan (alpha),2006-12,Busarakhan,1
22302,Endosulfan (alpha),2006-12,Chai,6
22303,Endosulfan (alpha),2006-12,Kannika,3
22304,Endosulfan (alpha),2006-12,Kohsoom,1
22305,Endosulfan (alpha),2006-12,Sakda,3
22306,Endosulfan (alpha),2006-12,Somchair,1
22307,Endosulfan (alpha),2007-01,Boonsri,6
22308,Endosulfan (alpha),2007-01,Busarakhan,1
22309,Endosulfan (alpha),2007-01,Chai,6
22310,Endosulfan (alpha),2007-01,Kannika,3
22311,Endosulfan (alpha),2007-01,Kohsoom,1
22312,Endosulfan (alpha),2007-01,Sakda,3
22313,Endosulfan (alpha),2007-01,Somchair,1
22314,Endosulfan (alpha),2007-02,Boonsri,4
22315,Endosulfan (alpha),2007-02,Busarakhan,1
22316,Endosulfan (alpha),2007-02,Chai,3
22317,Endosulfan (alpha),2007-02,Kannika,3
22318,Endosulfan (alpha),2007-02,Kohsoom,1
22319,Endosulfan (alpha),2007-02,Sakda,3
22320,Endosulfan (alpha),2007-02,Somchair,1
22321,Endosulfan (alpha),2007-03,Boonsri,6
22322,Endosulfan (alpha),2007-03,Busarakhan,1
22323,Endosulfan (alpha),2007-03,Chai,6
22324,Endosulfan (alpha),2007-03,Kannika,3
22325,Endosulfan (alpha),2007-03,Kohsoom,1
22326,Endosulfan (alpha),2007-03,Sakda,3
22327,Endosulfan (alpha),2007-03,Somchair,1
22328,Endosulfan (alpha),2007-04,Boonsri,4
22329,Endosulfan (alpha),2007-04,Busarakhan,1
22330,Endosulfan (alpha),2007-04,Chai,6
22331,Endosulfan (alpha),2007-04,Kannika,3
22332,Endosulfan (alpha),2007-04,Kohsoom,1
22333,Endosulfan (alpha),2007-04,Sakda,3
22334,Endosulfan (alpha),2007-04,Somchair,1
22335,Endosulfan (alpha),2007-05,Boonsri,6
22336,Endosulfan (alpha),2007-05,Busarakhan,1
22337,Endosulfan (alpha),2007-05,Chai,2
22338,Endosulfan (alpha),2007-05,Kannika,3
22339,Endosulfan (alpha),2007-05,Kohsoom,1
22340,Endosulfan (alpha),2007-05,Sakda,3
22341,Endosulfan (alpha),2007-05,Somchair,1
22342,Endosulfan (alpha),2007-06,Boonsri,6
22343,Endosulfan (alpha),2007-06,Busarakhan,1
22344,Endosulfan (alpha),2007-06,Chai,3
22345,Endosulfan (alpha),2007-06,Kannika,3
22346,Endosulfan (alpha),2007-06,Kohsoom,1
22347,Endosulfan (alpha),2007-06,Sakda,3
22348,Endosulfan (alpha),2007-06,Somchair,1
22349,Endosulfan (alpha),2007-07,Boonsri,6
22350,Endosulfan (alpha),2007-07,Busarakhan,1
22351,Endosulfan (alpha),2007-07,Chai,6
22352,Endosulfan (alpha),2007-07,Kannika,3
22353,Endosulfan (alpha),2007-07,Kohsoom,1
22354,Endosulfan (alpha),2007-07,Sakda,3
22355,Endosulfan (alpha),2007-07,Somchair,1
22356,Endosulfan (alpha),2007-08,Boonsri,3
22357,Endosulfan (alpha),2007-08,Busarakhan,1
22358,Endosulfan (alpha),2007-08,Chai,6
22359,Endosulfan (alpha),2007-08,Kannika,3
22360,Endosulfan (alpha),2007-08,Kohsoom,1
22361,Endosulfan (alpha),2007-08,Sakda,3
22362,Endosulfan (alpha),2007-08,Somchair,1
22363,Endosulfan (alpha),2007-09,Boonsri,3
22364,Endosulfan (alpha),2007-09,Busarakhan,1
22365,Endosulfan (alpha),2007-09,Chai,6
22366,Endosulfan (alpha),2007-09,Kannika,3
22367,Endosulfan (alpha),2007-09,Kohsoom,1
22368,Endosulfan (alpha),2007-09,Sakda,3
22369,Endosulfan (alpha),2007-09,Somchair,1
22370,Endosulfan (alpha),2007-10,Boonsri,1
22371,Endosulfan (alpha),2007-10,Busarakhan,1
22372,Endosulfan (alpha),2007-10,Chai,6
22373,Endosulfan (alpha),2007-10,Kannika,3
22374,Endosulfan (alpha),2007-10,Kohsoom,1
22375,Endosulfan (alpha),2007-10,Sakda,3
22376,Endosulfan (alpha),2007-10,Somchair,1
22377,Endosulfan (alpha),2007-11,Boonsri,3
22378,Endosulfan (alpha),2007-11,Busarakhan,1
22379,Endosulfan (alpha),2007-11,Chai,6
22380,Endosulfan (alpha),2007-11,Kannika,3
22381,Endosulfan (alpha),2007-11,Kohsoom,1
22382,Endosulfan (alpha),2007-11,Sakda,3
22383,Endosulfan (alpha),2007-11,Somchair,1
22384,Endosulfan (alpha),2007-12,Boonsri,3
22385,Endosulfan (alpha),2007-12,Busarakhan,1
22386,Endosulfan (alpha),2007-12,Chai,6
22387,Endosulfan (alpha),2007-12,Kannika,3
22388,Endosulfan (alpha),2007-12,Kohsoom,1
22389,Endosulfan (alpha),2007-12,Sakda,3
22390,Endosulfan (alpha),2007-12,Somchair,1
22391,Endosulfan (beta),2005-01,Boonsri,6
22392,Endosulfan (beta),2005-01,Busarakhan,1
22393,Endosulfan (beta),2005-01,Chai,6
22394,Endosulfan (beta),2005-01,Kannika,3
22395,Endosulfan (beta),2005-01,Kohsoom,1
22396,Endosulfan (beta),2005-01,Sakda,3
22397,Endosulfan (beta),2005-01,Somchair,1
22398,Endosulfan (beta),2005-02,Boonsri,6
22399,Endosulfan (beta),2005-02,Busarakhan,1
22400,Endosulfan (beta),2005-02,Chai,3
22401,Endosulfan (beta),2005-02,Kohsoom,1
22402,Endosulfan (beta),2005-02,Somchair,1
22403,Endosulfan (beta),2005-03,Boonsri,6
22404,Endosulfan (beta),2005-03,Busarakhan,1
22405,Endosulfan (beta),2005-03,Chai,6
22406,Endosulfan (beta),2005-03,Kohsoom,1
22407,Endosulfan (beta),2005-03,Somchair,1
22408,Endosulfan (beta),2005-04,Boonsri,6
22409,Endosulfan (beta),2005-04,Busarakhan,1
22410,Endosulfan (beta),2005-04,Chai,6
22411,Endosulfan (beta),2005-04,Kannika,3
22412,Endosulfan (beta),2005-04,Kohsoom,1
22413,Endosulfan (beta),2005-04,Sakda,3
22414,Endosulfan (beta),2005-04,Somchair,1
22415,Endosulfan (beta),2005-05,Boonsri,6
22416,Endosulfan (beta),2005-05,Busarakhan,1
22417,Endosulfan (beta),2005-05,Chai,6
22418,Endosulfan (beta),2005-05,Kannika,3
22419,Endosulfan (beta),2005-05,Kohsoom,1
22420,Endosulfan (beta),2005-05,Sakda,3
22421,Endosulfan (beta),2005-05,Somchair,1
22422,Endosulfan (beta),2005-06,Boonsri,6
22423,Endosulfan (beta),2005-06,Busarakhan,1
22424,Endosulfan (beta),2005-06,Chai,6
22425,Endosulfan (beta),2005-06,Kannika,2
22426,Endosulfan (beta),2005-06,Sakda,3
22427,Endosulfan (beta),2005-06,Somchair,1
22428,Endosulfan (beta),2005-07,Boonsri,6
22429,Endosulfan (beta),2005-07,Busarakhan,1
22430,Endosulfan (beta),2005-07,Chai,6
22431,Endosulfan (beta),2005-07,Kannika,3
22432,Endosulfan (beta),2005-07,Kohsoom,1
22433,Endosulfan (beta),2005-07,Sakda,3
22434,Endosulfan (beta),2005-07,Somchair,1
22435,Endosulfan (beta),2005-08,Boonsri,6
22436,Endosulfan (beta),2005-08,Busarakhan,1
22437,Endosulfan (beta),2005-08,Chai,6
22438,Endosulfan (beta),2005-08,Kannika,3
22439,Endosulfan (beta),2005-08,Kohsoom,1
22440,Endosulfan (beta),2005-08,Sakda,3
22441,Endosulfan (beta),2005-08,Somchair,1
22442,Endosulfan (beta),2005-09,Boonsri,6
22443,Endosulfan (beta),2005-09,Busarakhan,1
22444,Endosulfan (beta),2005-09,Chai,6
22445,Endosulfan (beta),2005-09,Kannika,3
22446,Endosulfan (beta),2005-09,Kohsoom,1
22447,Endosulfan (beta),2005-09,Sakda,3
22448,Endosulfan (beta),2005-09,Somchair,1
22449,Endosulfan (beta),2005-10,Busarakhan,1
22450,Endosulfan (beta),2005-10,Chai,2
22451,Endosulfan (beta),2005-10,Somchair,1
22452,Endosulfan (beta),2006-03,Sakda,1
22453,Endosulfan (beta),2006-04,Kohsoom,1
22454,Endosulfan (beta),2006-06,Busarakhan,1
22455,Endosulfan (beta),2006-06,Chai,6
22456,Endosulfan (beta),2006-06,Kannika,3
22457,Endosulfan (beta),2006-06,Sakda,3
22458,Endosulfan (beta),2006-06,Somchair,1
22459,Endosulfan (beta),2006-07,Boonsri,6
22460,Endosulfan (beta),2006-07,Busarakhan,1
22461,Endosulfan (beta),2006-07,Chai,6
22462,Endosulfan (beta),2006-07,Kannika,3
22463,Endosulfan (beta),2006-07,Kohsoom,1
22464,Endosulfan (beta),2006-07,Sakda,3
22465,Endosulfan (beta),2006-07,Somchair,1
22466,Endosulfan (beta),2006-08,Boonsri,6
22467,Endosulfan (beta),2006-08,Busarakhan,1
22468,Endosulfan (beta),2006-08,Chai,6
22469,Endosulfan (beta),2006-08,Kannika,3
22470,Endosulfan (beta),2006-08,Kohsoom,1
22471,Endosulfan (beta),2006-08,Sakda,3
22472,Endosulfan (beta),2006-08,Somchair,1
22473,Endosulfan (beta),2006-09,Boonsri,3
22474,Endosulfan (beta),2006-09,Busarakhan,1
22475,Endosulfan (beta),2006-09,Chai,6
22476,Endosulfan (beta),2006-09,Kannika,3
22477,Endosulfan (beta),2006-09,Kohsoom,1
22478,Endosulfan (beta),2006-09,Sakda,3
22479,Endosulfan (beta),2006-09,Somchair,1
22480,Endosulfan (beta),2006-10,Boonsri,4
22481,Endosulfan (beta),2006-10,Busarakhan,1
22482,Endosulfan (beta),2006-10,Chai,3
22483,Endosulfan (beta),2006-10,Kannika,3
22484,Endosulfan (beta),2006-10,Kohsoom,1
22485,Endosulfan (beta),2006-10,Sakda,3
22486,Endosulfan (beta),2006-10,Somchair,1
22487,Endosulfan (beta),2006-11,Boonsri,6
22488,Endosulfan (beta),2006-11,Busarakhan,1
22489,Endosulfan (beta),2006-11,Chai,6
22490,Endosulfan (beta),2006-11,Kannika,3
22491,Endosulfan (beta),2006-11,Kohsoom,1
22492,Endosulfan (beta),2006-11,Sakda,3
22493,Endosulfan (beta),2006-11,Somchair,1
22494,Endosulfan (beta),2006-12,Boonsri,3
22495,Endosulfan (beta),2006-12,Busarakhan,1
22496,Endosulfan (beta),2006-12,Chai,6
22497,Endosulfan (beta),2006-12,Kannika,3
22498,Endosulfan (beta),2006-12,Kohsoom,1
22499,Endosulfan (beta),2006-12,Sakda,3
22500,Endosulfan (beta),2006-12,Somchair,1
22501,Endosulfan (beta),2007-01,Boonsri,6
22502,Endosulfan (beta),2007-01,Busarakhan,1
22503,Endosulfan (beta),2007-01,Chai,6
22504,Endosulfan (beta),2007-01,Kannika,3
22505,Endosulfan (beta),2007-01,Kohsoom,1
22506,Endosulfan (beta),2007-01,Sakda,3
22507,Endosulfan (beta),2007-01,Somchair,1
22508,Endosulfan (beta),2007-02,Boonsri,4
22509,Endosulfan (beta),2007-02,Busarakhan,1
22510,Endosulfan (beta),2007-02,Chai,3
22511,Endosulfan (beta),2007-02,Kannika,3
22512,Endosulfan (beta),2007-02,Kohsoom,1
22513,Endosulfan (beta),2007-02,Sakda,3
22514,Endosulfan (beta),2007-02,Somchair,1
22515,Endosulfan (beta),2007-03,Boonsri,6
22516,Endosulfan (beta),2007-03,Busarakhan,1
22517,Endosulfan (beta),2007-03,Chai,6
22518,Endosulfan (beta),2007-03,Kannika,3
22519,Endosulfan (beta),2007-03,Kohsoom,1
22520,Endosulfan (beta),2007-03,Sakda,3
22521,Endosulfan (beta),2007-03,Somchair,1
22522,Endosulfan (beta),2007-04,Boonsri,4
22523,Endosulfan (beta),2007-04,Busarakhan,1
22524,Endosulfan (beta),2007-04,Chai,6
22525,Endosulfan (beta),2007-04,Kannika,3
22526,Endosulfan (beta),2007-04,Kohsoom,1
22527,Endosulfan (beta),2007-04,Sakda,3
22528,Endosulfan (beta),2007-04,Somchair,1
22529,Endosulfan (beta),2007-05,Boonsri,6
22530,Endosulfan (beta),2007-05,Busarakhan,1
22531,Endosulfan (beta),2007-05,Chai,2
22532,Endosulfan (beta),2007-05,Kannika,3
22533,Endosulfan (beta),2007-05,Kohsoom,1
22534,Endosulfan (beta),2007-05,Sakda,3
22535,Endosulfan (beta),2007-05,Somchair,1
22536,Endosulfan (beta),2007-06,Boonsri,6
22537,Endosulfan (beta),2007-06,Busarakhan,1
22538,Endosulfan (beta),2007-06,Chai,3
22539,Endosulfan (beta),2007-06,Kannika,3
22540,Endosulfan (beta),2007-06,Kohsoom,1
22541,Endosulfan (beta),2007-06,Sakda,3
22542,Endosulfan (beta),2007-06,Somchair,1
22543,Endosulfan (beta),2007-07,Boonsri,6
22544,Endosulfan (beta),2007-07,Busarakhan,1
22545,Endosulfan (beta),2007-07,Chai,6
22546,Endosulfan (beta),2007-07,Kannika,3
22547,Endosulfan (beta),2007-07,Kohsoom,1
22548,Endosulfan (beta),2007-07,Sakda,3
22549,Endosulfan (beta),2007-07,Somchair,1
22550,Endosulfan (beta),2007-08,Boonsri,3
22551,Endosulfan (beta),2007-08,Busarakhan,1
22552,Endosulfan (beta),2007-08,Chai,6
22553,Endosulfan (beta),2007-08,Kannika,3
22554,Endosulfan (beta),2007-08,Kohsoom,1
22555,Endosulfan (beta),2007-08,Sakda,3
22556,Endosulfan (beta),2007-08,Somchair,1
22557,Endosulfan (beta),2007-09,Boonsri,3
22558,Endosulfan (beta),2007-09,Busarakhan,1
22559,Endosulfan (beta),2007-09,Chai,6
22560,Endosulfan (beta),2007-09,Kannika,3
22561,Endosulfan (beta),2007-09,Kohsoom,1
22562,Endosulfan (beta),2007-09,Sakda,3
22563,Endosulfan (beta),2007-09,Somchair,1
22564,Endosulfan (beta),2007-10,Boonsri,1
22565,Endosulfan (beta),2007-10,Busarakhan,1
22566,Endosulfan (beta),2007-10,Chai,6
22567,Endosulfan (beta),2007-10,Kannika,3
22568,Endosulfan (beta),2007-10,Kohsoom,1
22569,Endosulfan (beta),2007-10,Sakda,3
22570,Endosulfan (beta),2007-10,Somchair,1
22571,Endosulfan (beta),2007-11,Boonsri,3
22572,Endosulfan (beta),2007-11,Busarakhan,1
22573,Endosulfan (beta),2007-11,Chai,6
22574,Endosulfan (beta),2007-11,Kannika,3
22575,Endosulfan (beta),2007-11,Kohsoom,1
22576,Endosulfan (beta),2007-11,Sakda,3
22577,Endosulfan (beta),2007-11,Somchair,1
22578,Endosulfan (beta),2007-12,Boonsri,3
22579,Endosulfan (beta),2007-12,Busarakhan,1
22580,Endosulfan (beta),2007-12,Chai,6
22581,Endosulfan (beta),2007-12,Kannika,3
22582,Endosulfan (beta),2007-12,Kohsoom,1
22583,Endosulfan (beta),2007-12,Sakda,3
22584,Endosulfan (beta),2007-12,Somchair,1
22585,Endrin,2005-01,Boonsri,6
22586,Endrin,2005-01,Busarakhan,1
22587,Endrin,2005-01,Chai,3
22588,Endrin,2005-01,Kannika,3
22589,Endrin,2005-01,Kohsoom,1
22590,Endrin,2005-01,Sakda,3
22591,Endrin,2005-01,Somchair,1
22592,Endrin,2005-02,Boonsri,3
22593,Endrin,2005-02,Busarakhan,1
22594,Endrin,2005-02,Chai,3
22595,Endrin,2005-02,Kohsoom,1
22596,Endrin,2005-02,Somchair,1
22597,Endrin,2005-03,Boonsri,6
22598,Endrin,2005-03,Busarakhan,1
22599,Endrin,2005-03,Chai,6
22600,Endrin,2005-03,Kannika,3
22601,Endrin,2005-03,Kohsoom,1
22602,Endrin,2005-03,Sakda,3
22603,Endrin,2005-03,Somchair,1
22604,Endrin,2005-04,Boonsri,6
22605,Endrin,2005-04,Busarakhan,1
22606,Endrin,2005-04,Chai,6
22607,Endrin,2005-04,Kannika,3
22608,Endrin,2005-04,Kohsoom,1
22609,Endrin,2005-04,Sakda,3
22610,Endrin,2005-04,Somchair,1
22611,Endrin,2005-05,Boonsri,6
22612,Endrin,2005-05,Busarakhan,1
22613,Endrin,2005-05,Chai,6
22614,Endrin,2005-05,Kannika,3
22615,Endrin,2005-05,Kohsoom,1
22616,Endrin,2005-05,Sakda,3
22617,Endrin,2005-05,Somchair,1
22618,Endrin,2005-06,Boonsri,6
22619,Endrin,2005-06,Busarakhan,1
22620,Endrin,2005-06,Chai,6
22621,Endrin,2005-06,Kannika,3
22622,Endrin,2005-06,Sakda,3
22623,Endrin,2005-06,Somchair,1
22624,Endrin,2005-07,Boonsri,6
22625,Endrin,2005-07,Busarakhan,1
22626,Endrin,2005-07,Chai,6
22627,Endrin,2005-07,Kannika,2
22628,Endrin,2005-07,Kohsoom,1
22629,Endrin,2005-07,Sakda,3
22630,Endrin,2005-07,Somchair,1
22631,Endrin,2005-08,Boonsri,6
22632,Endrin,2005-08,Busarakhan,1
22633,Endrin,2005-08,Chai,6
22634,Endrin,2005-08,Kannika,3
22635,Endrin,2005-08,Kohsoom,1
22636,Endrin,2005-08,Sakda,3
22637,Endrin,2005-08,Somchair,1
22638,Endrin,2005-09,Boonsri,6
22639,Endrin,2005-09,Busarakhan,1
22640,Endrin,2005-09,Chai,6
22641,Endrin,2005-09,Kannika,3
22642,Endrin,2005-09,Kohsoom,1
22643,Endrin,2005-09,Sakda,3
22644,Endrin,2005-09,Somchair,1
22645,Endrin,2005-10,Boonsri,3
22646,Endrin,2005-10,Busarakhan,1
22647,Endrin,2005-10,Chai,6
22648,Endrin,2005-10,Kannika,3
22649,Endrin,2005-10,Sakda,2
22650,Endrin,2005-10,Somchair,1
22651,Endrin,2005-11,Boonsri,5
22652,Endrin,2005-11,Chai,4
22653,Endrin,2005-11,Kannika,2
22654,Endrin,2005-11,Kohsoom,1
22655,Endrin,2005-11,Somchair,1
22656,Endrin,2005-12,Boonsri,6
22657,Endrin,2005-12,Busarakhan,1
22658,Endrin,2005-12,Chai,5
22659,Endrin,2005-12,Kannika,3
22660,Endrin,2005-12,Sakda,2
22661,Endrin,2005-12,Somchair,1
22662,Endrin,2006-01,Boonsri,6
22663,Endrin,2006-01,Chai,5
22664,Endrin,2006-01,Kannika,2
22665,Endrin,2006-01,Kohsoom,1
22666,Endrin,2006-01,Sakda,2
22667,Endrin,2006-02,Boonsri,1
22668,Endrin,2006-02,Busarakhan,1
22669,Endrin,2006-02,Chai,2
22670,Endrin,2006-03,Boonsri,1
22671,Endrin,2006-03,Chai,2
22672,Endrin,2006-03,Kannika,3
22673,Endrin,2006-03,Kohsoom,1
22674,Endrin,2006-03,Sakda,1
22675,Endrin,2006-04,Boonsri,3
22676,Endrin,2006-04,Busarakhan,1
22677,Endrin,2006-04,Chai,5
22678,Endrin,2006-04,Kannika,3
22679,Endrin,2006-04,Kohsoom,1
22680,Endrin,2006-04,Somchair,1
22681,Endrin,2006-05,Boonsri,4
22682,Endrin,2006-05,Kannika,2
22683,Endrin,2006-05,Kohsoom,1
22684,Endrin,2006-05,Sakda,1
22685,Endrin,2006-05,Somchair,1
22686,Endrin,2006-06,Busarakhan,1
22687,Endrin,2006-06,Chai,6
22688,Endrin,2006-06,Kannika,3
22689,Endrin,2006-06,Sakda,3
22690,Endrin,2006-06,Somchair,1
22691,Endrin,2006-07,Boonsri,6
22692,Endrin,2006-07,Busarakhan,1
22693,Endrin,2006-07,Chai,6
22694,Endrin,2006-07,Kannika,3
22695,Endrin,2006-07,Kohsoom,1
22696,Endrin,2006-07,Sakda,3
22697,Endrin,2006-07,Somchair,1
22698,Endrin,2006-08,Boonsri,6
22699,Endrin,2006-08,Busarakhan,1
22700,Endrin,2006-08,Chai,6
22701,Endrin,2006-08,Kannika,3
22702,Endrin,2006-08,Kohsoom,1
22703,Endrin,2006-08,Sakda,3
22704,Endrin,2006-08,Somchair,1
22705,Endrin,2006-09,Boonsri,3
22706,Endrin,2006-09,Busarakhan,1
22707,Endrin,2006-09,Chai,6
22708,Endrin,2006-09,Kannika,3
22709,Endrin,2006-09,Kohsoom,1
22710,Endrin,2006-09,Sakda,3
22711,Endrin,2006-09,Somchair,1
22712,Endrin,2006-10,Boonsri,4
22713,Endrin,2006-10,Busarakhan,1
22714,Endrin,2006-10,Chai,3
22715,Endrin,2006-10,Kannika,3
22716,Endrin,2006-10,Kohsoom,1
22717,Endrin,2006-10,Sakda,3
22718,Endrin,2006-10,Somchair,1
22719,Endrin,2006-11,Boonsri,6
22720,Endrin,2006-11,Busarakhan,1
22721,Endrin,2006-11,Chai,6
22722,Endrin,2006-11,Kannika,3
22723,Endrin,2006-11,Kohsoom,1
22724,Endrin,2006-11,Sakda,3
22725,Endrin,2006-11,Somchair,1
22726,Endrin,2006-12,Boonsri,3
22727,Endrin,2006-12,Busarakhan,1
22728,Endrin,2006-12,Chai,6
22729,Endrin,2006-12,Kannika,3
22730,Endrin,2006-12,Kohsoom,1
22731,Endrin,2006-12,Sakda,3
22732,Endrin,2006-12,Somchair,1
22733,Endrin,2007-01,Boonsri,6
22734,Endrin,2007-01,Busarakhan,1
22735,Endrin,2007-01,Chai,6
22736,Endrin,2007-01,Kannika,3
22737,Endrin,2007-01,Kohsoom,1
22738,Endrin,2007-01,Sakda,3
22739,Endrin,2007-01,Somchair,1
22740,Endrin,2007-02,Boonsri,4
22741,Endrin,2007-02,Busarakhan,1
22742,Endrin,2007-02,Chai,3
22743,Endrin,2007-02,Kannika,3
22744,Endrin,2007-02,Kohsoom,1
22745,Endrin,2007-02,Sakda,3
22746,Endrin,2007-02,Somchair,1
22747,Endrin,2007-03,Boonsri,6
22748,Endrin,2007-03,Busarakhan,1
22749,Endrin,2007-03,Chai,6
22750,Endrin,2007-03,Kannika,3
22751,Endrin,2007-03,Kohsoom,1
22752,Endrin,2007-03,Sakda,3
22753,Endrin,2007-03,Somchair,1
22754,Endrin,2007-04,Boonsri,4
22755,Endrin,2007-04,Busarakhan,1
22756,Endrin,2007-04,Chai,6
22757,Endrin,2007-04,Kannika,2
22758,Endrin,2007-04,Kohsoom,1
22759,Endrin,2007-04,Sakda,3
22760,Endrin,2007-04,Somchair,1
22761,Endrin,2007-05,Boonsri,6
22762,Endrin,2007-05,Busarakhan,1
22763,Endrin,2007-05,Chai,2
22764,Endrin,2007-05,Kannika,3
22765,Endrin,2007-05,Kohsoom,1
22766,Endrin,2007-05,Sakda,3
22767,Endrin,2007-05,Somchair,1
22768,Endrin,2007-06,Boonsri,6
22769,Endrin,2007-06,Busarakhan,1
22770,Endrin,2007-06,Chai,3
22771,Endrin,2007-06,Kannika,3
22772,Endrin,2007-06,Kohsoom,1
22773,Endrin,2007-06,Sakda,3
22774,Endrin,2007-06,Somchair,1
22775,Endrin,2007-07,Boonsri,6
22776,Endrin,2007-07,Busarakhan,1
22777,Endrin,2007-07,Chai,6
22778,Endrin,2007-07,Kannika,3
22779,Endrin,2007-07,Kohsoom,1
22780,Endrin,2007-07,Sakda,3
22781,Endrin,2007-07,Somchair,1
22782,Endrin,2007-08,Boonsri,3
22783,Endrin,2007-08,Busarakhan,1
22784,Endrin,2007-08,Chai,6
22785,Endrin,2007-08,Kannika,3
22786,Endrin,2007-08,Kohsoom,1
22787,Endrin,2007-08,Sakda,3
22788,Endrin,2007-08,Somchair,1
22789,Endrin,2007-09,Boonsri,3
22790,Endrin,2007-09,Busarakhan,1
22791,Endrin,2007-09,Chai,6
22792,Endrin,2007-09,Kannika,3
22793,Endrin,2007-09,Kohsoom,1
22794,Endrin,2007-09,Sakda,3
22795,Endrin,2007-09,Somchair,1
22796,Endrin,2007-10,Boonsri,1
22797,Endrin,2007-10,Busarakhan,1
22798,Endrin,2007-10,Chai,6
22799,Endrin,2007-10,Kannika,3
22800,Endrin,2007-10,Kohsoom,1
22801,Endrin,2007-10,Sakda,3
22802,Endrin,2007-10,Somchair,1
22803,Endrin,2007-11,Boonsri,3
22804,Endrin,2007-11,Busarakhan,1
22805,Endrin,2007-11,Chai,6
22806,Endrin,2007-11,Kannika,3
22807,Endrin,2007-11,Kohsoom,1
22808,Endrin,2007-11,Sakda,3
22809,Endrin,2007-11,Somchair,1
22810,Endrin,2007-12,Boonsri,3
22811,Endrin,2007-12,Busarakhan,1
22812,Endrin,2007-12,Chai,6
