id,chemical,date,year,value
4892,Magnesium,2002-02,2002,30.645
4893,Magnesium,2002-03,2002,29.919444444444448
4894,Magnesium,2002-04,2002,20.639999999999997
4895,Magnesium,2002-05,2002,20.09523809523809
4896,Magnesium,2002-06,2002,18.13809523809524
4897,Magnesium,2002-07,2002,16.76190476190476
4898,Magnesium,2002-08,2002,15.258095238095242
4899,Magnesium,2002-09,2002,24.087500000000002
4900,Magnesium,2002-10,2002,16.993939393939392
4901,Magnesium,2002-11,2002,20.56875
4902,Magnesium,2002-12,2002,19.590476190476192
4903,Magnesium,2003-01,2003,22.394444444444446
4904,Magnesium,2003-02,2003,18.83888888888889
4905,Magnesium,2003-03,2003,19.100000000000005
4906,Magnesium,2003-04,2003,17.59761904761905
4907,Magnesium,2003-05,2003,15.90666666666667
4908,Magnesium,2003-06,2003,15.964761904761904
4909,Magnesium,2003-07,2003,15.533333333333333
4910,Magnesium,2003-08,2003,13.900666666666664
4911,Magnesium,2003-09,2003,17.773333333333333
4912,Magnesium,2003-10,2003,20.626190476190477
4913,Magnesium,2003-11,2003,17.150555555555556
4914,Magnesium,2003-12,2003,22.313333333333333
4915,Magnesium,2004-01,2004,28.01923076923077
4916,Magnesium,2004-02,2004,20.662352941176472
4917,Magnesium,2004-03,2004,16.44857142857143
4918,Magnesium,2004-04,2004,21.362222222222226
4919,Magnesium,2004-05,2004,24.060000000000002
4920,Magnesium,2004-06,2004,19.74833333333333
4921,Magnesium,2004-07,2004,25.05444444444445
4922,Magnesium,2004-08,2004,18.799444444444443
4923,Magnesium,2004-09,2004,22.31111111111111
4924,Magnesium,2004-10,2004,22.30388888888889
4925,Magnesium,2004-11,2004,15.258000000000001
4926,Magnesium,2004-12,2004,24.702499999999997
4927,Magnesium,2005-01,2005,22.022777777777772
4928,Magnesium,2005-02,2005,23.011666611111107
4929,Magnesium,2005-03,2005,25.86999988888889
4930,Magnesium,2005-04,2005,24.339444277777787
4931,Magnesium,2005-05,2005,19.99111088888889
4932,Magnesium,2005-06,2005,21.557777555555553
4933,Magnesium,2005-07,2005,19.8333335
4934,Magnesium,2005-08,2005,17.440555666666665
4935,Magnesium,2005-09,2005,18.96666638888889
4936,Magnesium,2005-10,2005,23.57444477777777
4937,Magnesium,2005-11,2005,21.917222388888884
4938,Magnesium,2005-12,2005,22.910555666666667
4939,Magnesium,2006-01,2006,22.309444444444445
4940,Magnesium,2006-02,2006,21.51555555555555
4941,Magnesium,2006-03,2006,21.915000000000006
4942,Magnesium,2006-04,2006,22.505000000000003
4943,Magnesium,2006-05,2006,20.36
4944,Magnesium,2006-06,2006,18.1
4945,Magnesium,2006-07,2006,15.096470588235293
4946,Magnesium,2006-08,2006,17.822222222222226
4947,Magnesium,2006-09,2006,12.605555555555556
4948,Magnesium,2006-10,2006,25.415000000000006
4949,Magnesium,2006-11,2006,20.11666666666667
4950,Magnesium,2006-12,2006,25.872222222222224
4951,Magnesium,2007-01,2007,19.636666666666667
4952,Magnesium,2007-02,2007,22.968125000000004
4953,Magnesium,2007-03,2007,25.066111111111102
4954,Magnesium,2007-04,2007,24.848750000000003
4955,Magnesium,2007-05,2007,21.57888888888889
4956,Magnesium,2007-06,2007,15.051250000000003
4957,Magnesium,2007-07,2007,24.95444444444444
4958,Magnesium,2007-08,2007,20.043333333333333
4959,Magnesium,2007-09,2007,20.473999999999997
4960,Magnesium,2007-10,2007,24.557692307692314
4961,Magnesium,2007-11,2007,25.720625000000002
4962,Magnesium,2007-12,2007,21.277333333333335
4963,Magnesium,2008-01,2008,19.295714285714286
4964,Magnesium,2008-02,2008,20.47923076923077
4965,Magnesium,2008-03,2008,21.828000000000007
4966,Magnesium,2008-04,2008,16.235555555555557
4967,Magnesium,2008-05,2008,21.496499999999997
4968,Magnesium,2008-06,2008,18.216
4969,Magnesium,2008-07,2008,14.84222222222222
4970,Magnesium,2008-08,2008,18.464583333333334
4971,Magnesium,2008-09,2008,17.724736842105262
4972,Magnesium,2008-10,2008,18.82833333333333
4973,Magnesium,2008-11,2008,22.230555555555554
4974,Magnesium,2008-12,2008,20.056428571428572
4975,Magnesium,2009-01,2009,20.69117647058824
4976,Magnesium,2009-02,2009,18.50526315789474
4977,Magnesium,2009-03,2009,19.711000000000002
4978,Magnesium,2009-04,2009,19.928500000000003
4979,Magnesium,2009-05,2009,19.025263157894745
4980,Magnesium,2009-06,2009,18.224736842105262
4981,Magnesium,2009-07,2009,18.133157894736847
4982,Magnesium,2009-08,2009,19.165
4983,Magnesium,2009-09,2009,17.34523809523809
4984,Magnesium,2009-10,2009,18.150666666666666
4985,Magnesium,2009-11,2009,19.023125
4986,Magnesium,2009-12,2009,20.194375
4987,Magnesium,2010-01,2010,24.426875000000003
4988,Magnesium,2010-02,2010,17.75352941176471
4989,Magnesium,2010-03,2010,18.237058823529413
4990,Magnesium,2010-04,2010,13.879411764705882
4991,Magnesium,2010-05,2010,17.821764705882355
4992,Magnesium,2010-06,2010,15.178235294117648
4993,Magnesium,2010-07,2010,12.595882352941175
4994,Magnesium,2010-08,2010,16.659411764705883
4995,Magnesium,2010-09,2010,15.56058823529412
4996,Magnesium,2010-10,2010,16.707647058823532
4997,Magnesium,2010-11,2010,15.44764705882353
4998,Magnesium,2010-12,2010,17.294666666666668
4999,Magnesium,2011-01,2011,14.859375000000002
5000,Magnesium,2011-02,2011,47.013
5001,Magnesium,2011-03,2011,44.762941176470584
5002,Magnesium,2011-04,2011,42.001333333333335
5003,Magnesium,2011-05,2011,32.404444444444444
5004,Magnesium,2011-06,2011,13.352777777777778
5005,Magnesium,2011-07,2011,13.471666666666666
5006,Magnesium,2011-08,2011,15.643684210526313
5007,Magnesium,2011-09,2011,14.068750000000003
5008,Magnesium,2011-10,2011,14.288333333333332
5009,Magnesium,2011-11,2011,18.321578947368423
5010,Magnesium,2011-12,2011,19.66928571428571
5011,Magnesium,2012-01,2012,16.414615384615384
5012,Magnesium,2012-02,2012,17.924761904761905
5013,Magnesium,2012-03,2012,20.852352941176463
5014,Magnesium,2012-04,2012,15.52285714285714
5015,Magnesium,2012-05,2012,14.709999999999999
5016,Magnesium,2012-06,2012,13.430833333333334
5017,Magnesium,2012-07,2012,14.677526315789473
5018,Magnesium,2012-08,2012,16.00363636363636
5019,Magnesium,2012-09,2012,17.925
5020,Magnesium,2012-10,2012,18.228235294117646
5021,Magnesium,2012-11,2012,17.169411764705885
5022,Magnesium,2012-12,2012,18.037999999999997
5023,Magnesium,2013-01,2013,20.107647058823527
5024,Magnesium,2013-02,2013,18.081500000000002
5025,Magnesium,2013-03,2013,17.22470588235294
5026,Magnesium,2013-04,2013,17.36555555555556
5027,Magnesium,2013-05,2013,19.874285714285715
5028,Magnesium,2013-06,2013,16.363333333333333
5029,Magnesium,2013-07,2013,18.347222222222225
5030,Magnesium,2013-08,2013,20.208235294117653
5031,Magnesium,2013-09,2013,17.445
5032,Magnesium,2013-10,2013,15.755882352941178
5033,Magnesium,2013-11,2013,18.323333333333334
5034,Magnesium,2013-12,2013,22.948823529411765
5035,Magnesium,2014-01,2014,19.65235294117647
5036,Magnesium,2014-02,2014,12.123333333333333
5037,Magnesium,2014-03,2014,17.27130434782609
5038,Magnesium,2014-04,2014,13.704500000000001
5039,Magnesium,2014-05,2014,14.957647058823529
5040,Magnesium,2014-06,2014,13.379047619047615
5041,Magnesium,2014-07,2014,11.608421052631579
5042,Magnesium,2014-08,2014,11.445789473684211
5043,Magnesium,2014-09,2014,16.393846153846155
5044,Magnesium,2014-10,2014,17.752173913043478
5045,Magnesium,2014-11,2014,15.94384615384616
5046,Magnesium,2014-12,2014,14.248124999999998
5047,Magnesium,2015-01,2015,15.05277777777778
5048,Magnesium,2015-02,2015,15.964444444444446
5049,Magnesium,2015-03,2015,16.599444444444444
5050,Magnesium,2015-04,2015,17.6025
5051,Magnesium,2015-05,2015,11.842222222222224
5052,Magnesium,2015-06,2015,11.47611111111111
5053,Magnesium,2015-07,2015,11.946055555555555
5054,Magnesium,2015-08,2015,13.894444444444442
5055,Magnesium,2015-09,2015,14.69409090909091
5056,Magnesium,2015-10,2015,13.172941176470587
5057,Magnesium,2015-11,2015,15.291875000000001
5058,Magnesium,2015-12,2015,14.550000000000002
5059,Magnesium,2016-01,2016,17.75588235294118
5060,Magnesium,2016-02,2016,14.431166666666671
5061,Magnesium,2016-03,2016,14.132352941176473
5062,Magnesium,2016-04,2016,15.59266666666667
5063,Magnesium,2016-05,2016,12.172888888888886
5064,Magnesium,2016-06,2016,11.47872222222222
5065,Magnesium,2016-07,2016,11.337388888888889
5066,Magnesium,2016-08,2016,11.903666666666666
5067,Magnesium,2016-09,2016,12.313705882352942
5068,Magnesium,2016-10,2016,12.332666666666666
5069,Magnesium,2016-11,2016,18.287000000000003
5070,Magnesium,2016-12,2016,15.43
5071,Manganese,1998-01,1998,0.0014285714285714286
5072,Manganese,1998-02,1998,0.002857142857142857
5073,Manganese,1998-03,1998,0.027142857142857142
5074,Manganese,1998-04,1998,0.11036363636363639
5075,Manganese,1998-05,1998,0.026250000000000002
5076,Manganese,1998-06,1998,0.2618181818181818
5077,Manganese,1998-07,1998,0.014875000000000001
5078,Manganese,1998-08,1998,70.2045
5079,Manganese,1998-09,1998,0.013125
5080,Manganese,1998-10,1998,0.08342857142857144
5081,Manganese,1998-11,1998,0.09342857142857144
5082,Manganese,1998-12,1998,0.07828571428571429
5083,Manganese,1999-01,1999,0.0784615384615385
5084,Manganese,1999-02,1999,0.1573333333333333
5085,Manganese,1999-03,1999,0.04186666666666668
5086,Manganese,1999-04,1999,0.049266666666666674
5087,Manganese,1999-05,1999,0.04866666666666668
5088,Manganese,1999-06,1999,0.07933333333333335
5089,Manganese,1999-07,1999,181.31681818181823
5090,Manganese,1999-08,1999,184.80450000000002
5091,Manganese,1999-09,1999,0.09214285714285717
5092,Manganese,1999-10,1999,0.09071428571428573
5093,Manganese,1999-11,1999,0.11142857142857146
5094,Manganese,1999-12,1999,0.11500000000000002
5095,Manganese,2000-01,2000,0.08000000000000003
5096,Manganese,2000-02,2000,0.30333333333333334
5097,Manganese,2000-03,2000,0.052666666666666674
5098,Manganese,2000-04,2000,0.06466666666666668
5099,Manganese,2000-05,2000,0.12133333333333335
5100,Manganese,2000-06,2000,0.11933333333333333
5101,Manganese,2000-07,2000,127.83619047619047
5102,Manganese,2000-08,2000,131.5085714285715
5103,Manganese,2000-09,2000,0.08066666666666668
5104,Manganese,2000-10,2000,0.068
5105,Manganese,2000-11,2000,0.07200000000000001
5106,Manganese,2000-12,2000,0.0366
5107,Manganese,2001-01,2001,0.04499999999999999
5108,Manganese,2001-02,2001,0.09833333333333334
5109,Manganese,2001-03,2001,0.04833333333333334
5110,Manganese,2001-04,2001,0.06533333333333333
5111,Manganese,2001-05,2001,0.10333333333333335
5112,Manganese,2001-06,2001,0.08533333333333334
5113,Manganese,2001-07,2001,0.12133333333333335
5114,Manganese,2001-08,2001,0.12733333333333333
5115,Manganese,2001-09,2001,0.10769230769230773
5116,Manganese,2001-10,2001,0.10750000000000001
5117,Manganese,2001-11,2001,0.13133333333333336
5118,Manganese,2001-12,2001,0.07500000000000002
5119,Manganese,2002-02,2002,0.07666666666666667
5120,Manganese,2002-03,2002,0.09444444444444448
5121,Manganese,2002-04,2002,0.08833333333333336
5122,Manganese,2002-05,2002,0.06153846153846154
5123,Manganese,2002-06,2002,0.07055555555555555
5124,Manganese,2002-07,2002,0.1766666666666667
5125,Manganese,2002-08,2002,0.061666666666666675
5126,Manganese,2002-09,2002,0.029523809523809535
5127,Manganese,2002-10,2002,45.03972972972971
5128,Manganese,2002-11,2002,0.04076923076923077
5129,Manganese,2002-12,2002,0.0538888888888889
5130,Manganese,2003-01,2003,0.07633333333333334
5131,Manganese,2003-02,2003,0.05127777777777779
5132,Manganese,2003-03,2003,0.05661111111111112
5133,Manganese,2003-04,2003,0.0714
5134,Manganese,2003-05,2003,0.07393750000000002
5135,Manganese,2003-06,2003,0.3841904761904762
5136,Manganese,2003-07,2003,0.03884000000000001
5137,Manganese,2003-08,2003,282.92727272727274
5138,Manganese,2003-09,2003,0.20616666666666664
5139,Manganese,2003-10,2003,0.08725
5140,Manganese,2003-11,2003,0.06628571428571428
5141,Manganese,2003-12,2003,0.06514285714285714
5142,Manganese,2004-01,2004,0.09134782608695655
5143,Manganese,2004-02,2004,0.10644827586206897
5144,Manganese,2004-03,2004,0.08295454545454545
5145,Manganese,2004-04,2004,0.07096666666666668
5146,Manganese,2004-05,2004,0.09524137931034485
5147,Manganese,2004-06,2004,0.04777777777777777
5148,Manganese,2004-07,2004,0.08946666666666667
5149,Manganese,2004-08,2004,0.11713333333333331
5150,Manganese,2004-09,2004,0.08403333333333333
5151,Manganese,2004-10,2004,1.4953928571428572
5152,Manganese,2004-11,2004,0.033735714285714286
5153,Manganese,2004-12,2004,0.11399999999999999
5154,Manganese,2005-01,2005,0.08444444444444445
5155,Manganese,2005-02,2005,0.12669565217391307
5156,Manganese,2005-03,2005,0.09844444444444446
5157,Manganese,2005-04,2005,0.12233333333333334
5158,Manganese,2005-05,2005,0.12203999999999998
5159,Manganese,2005-06,2005,0.10121739130434784
5160,Manganese,2005-07,2005,0.06633333333333334
5161,Manganese,2005-08,2005,0.03525925925925927
5162,Manganese,2005-09,2005,0.02515384615384617
5163,Manganese,2005-10,2005,0.08677777777777777
5164,Manganese,2005-11,2005,0.07
5165,Manganese,2005-12,2005,0.08885185185185185
5166,Manganese,2006-01,2006,0.08322222222222224
5167,Manganese,2006-02,2006,0.05395238095238096
5168,Manganese,2006-03,2006,0.05976190476190476
5169,Manganese,2006-04,2006,0.05983333333333333
5170,Manganese,2006-05,2006,0.11810526315789477
5171,Manganese,2006-06,2006,0.0768888888888889
5172,Manganese,2006-07,2006,0.05329629629629631
5173,Manganese,2006-08,2006,0.05303703703703704
5174,Manganese,2006-09,2006,0.03829629629629631
5175,Manganese,2006-10,2006,0.0342608695652174
5176,Manganese,2006-11,2006,0.06581481481481483
5177,Manganese,2006-12,2006,0.05462962962962963
5178,Manganese,2007-01,2007,0.035851851851851864
5179,Manganese,2007-02,2007,0.1366333333333333
5180,Manganese,2007-03,2007,0.12973529411764703
5181,Manganese,2007-04,2007,0.1404
5182,Manganese,2007-05,2007,0.08621212121212121
5183,Manganese,2007-06,2007,0.10650000000000003
5184,Manganese,2007-07,2007,0.08264705882352942
5185,Manganese,2007-08,2007,0.047107142857142854
5186,Manganese,2007-09,2007,0.15932142857142853
5187,Manganese,2007-10,2007,0.14745833333333333
5188,Manganese,2007-11,2007,0.07746153846153847
5189,Manganese,2007-12,2007,0.07689285714285712
5190,Manganese,2008-01,2008,0.061142857142857145
5191,Manganese,2008-02,2008,0.037
5192,Manganese,2008-03,2008,0.1005
5193,Manganese,2008-04,2008,0.015555555555555557
5194,Manganese,2008-05,2008,0.02235294117647059
5195,Manganese,2008-06,2008,0.030444444444444448
5196,Manganese,2008-07,2008,0.05714285714285715
5197,Manganese,2008-08,2008,0.07092307692307692
5198,Manganese,2008-09,2008,0.052947368421052646
5199,Manganese,2008-10,2008,0.022583333333333334
5200,Manganese,2008-11,2008,0.017722222222222226
5201,Manganese,2008-12,2008,0.016285714285714285
5202,Manganese,2009-01,2009,0.03226842105263158
5203,Manganese,2009-02,2009,0.03315
5204,Manganese,2009-03,2009,0.03152380952380952
5205,Manganese,2009-04,2009,0.020322580645161296
5206,Manganese,2009-05,2009,0.015566666666666666
5207,Manganese,2009-06,2009,0.051193548387096784
5208,Manganese,2009-07,2009,0.041516129032258084
5209,Manganese,2009-08,2009,0.015884615384615386
5210,Manganese,2009-09,2009,0.03500000000000001
5211,Manganese,2009-10,2009,0.020571428571428574
5212,Manganese,2009-11,2009,0.01475
5213,Manganese,2009-12,2009,0.010777777777777778
5214,Manganese,2010-01,2010,0.05221923076923077
5215,Manganese,2010-02,2010,0.21885714285714286
5216,Manganese,2010-03,2010,0.05266666666666667
5217,Manganese,2010-04,2010,0.059399999999999994
5218,Manganese,2010-05,2010,0.073
5219,Manganese,2010-06,2010,0.02250344827586207
5220,Manganese,2010-07,2010,0.025460000000000007
5221,Manganese,2010-08,2010,0.06549375000000003
5222,Manganese,2010-09,2010,0.041183783783783776
5223,Manganese,2010-10,2010,0.018977777777777784
5224,Manganese,2010-11,2010,0.0176969696969697
5225,Manganese,2010-12,2010,0.023555172413793114
5226,Manganese,2011-01,2011,0.01206896551724138
5227,Manganese,2011-02,2011,0.03703333333333333
5228,Manganese,2011-03,2011,0.0605
5229,Manganese,2011-04,2011,0.05949999999999999
5230,Manganese,2011-05,2011,0.021227272727272727
5231,Manganese,2011-06,2011,0.01325925925925926
5232,Manganese,2011-07,2011,0.04288888888888889
5233,Manganese,2011-08,2011,0.004111111111111111
5234,Manganese,2011-09,2011,0.021
5235,Manganese,2011-10,2011,0.029500000000000002
5236,Manganese,2011-11,2011,0.020225806451612902
5237,Manganese,2011-12,2011,0.019625000000000004
5238,Manganese,2012-01,2012,0.10047142857142856
5239,Manganese,2012-02,2012,0.025959375
5240,Manganese,2012-03,2012,0.0607
5241,Manganese,2012-04,2012,0.089
5242,Manganese,2012-05,2012,0.021437499999999998
5243,Manganese,2012-06,2012,0.014500000000000002
5244,Manganese,2012-07,2012,0.03854545454545454
5245,Manganese,2012-08,2012,0.008083333333333333
5246,Manganese,2012-09,2012,0.04245555555555555
5247,Manganese,2012-10,2012,0.003904761904761905
5248,Manganese,2012-11,2012,0.013164285714285713
5249,Manganese,2012-12,2012,0.04393333333333333
5250,Manganese,2013-01,2013,0.024485714285714284
5251,Manganese,2013-02,2013,0.09067142857142858
5252,Manganese,2013-03,2013,0.03581904761904762
5253,Manganese,2013-04,2013,0.046781818181818174
5254,Manganese,2013-05,2013,0.04839
5255,Manganese,2013-06,2013,0.05922142857142858
5256,Manganese,2013-07,2013,0.12394545454545454
5257,Manganese,2013-08,2013,0.07237777777777778
5258,Manganese,2013-09,2013,0.14168461538461538
5259,Manganese,2013-10,2013,0.0775875
5260,Manganese,2013-11,2013,0.21613636363636363
5261,Manganese,2013-12,2013,0.059300000000000005
5262,Manganese,2014-01,2014,0.05475
5263,Manganese,2014-02,2014,0.256
5264,Manganese,2014-03,2014,0.126
5265,Manganese,2014-04,2014,0.014000000000000002
5266,Manganese,2014-06,2014,0.01568421052631579
5267,Manganese,2014-07,2014,0.32064705882352945
5268,Manganese,2014-08,2014,0.07160000000000001
5269,Manganese,2014-09,2014,0.05570588235294118
5270,Manganese,2014-10,2014,0.1349411764705882
5271,Manganese,2014-11,2014,0.5928749999999999
5272,Manganese,2014-12,2014,0.22588235294117645
5273,Manganese,2015-01,2015,0.058652941176470595
5274,Manganese,2015-02,2015,0.021792592592592593
5275,Manganese,2015-03,2015,0.016968181818181816
5276,Manganese,2015-04,2015,0.013500000000000002
5277,Manganese,2015-05,2015,0.027254545454545455
5278,Manganese,2015-06,2015,0.004785714285714286
5279,Manganese,2015-07,2015,0.04852666666666667
5280,Manganese,2015-08,2015,0.04556521739130435
5281,Manganese,2015-09,2015,0.014783333333333334
5282,Manganese,2015-10,2015,0.016466666666666668
5283,Manganese,2015-11,2015,0.024966666666666668
5284,Manganese,2015-12,2015,0.0448125
5285,Mercury,1998-01,1998,0.0
5286,Mercury,1998-02,1998,0.0
5287,Mercury,1998-03,1998,0.0
5288,Mercury,1998-04,1998,0.0
5289,Mercury,1998-05,1998,0.0
5290,Mercury,1998-06,1998,0.0
5291,Mercury,1998-07,1998,0.0
5292,Mercury,1998-08,1998,0.0
5293,Mercury,1998-09,1998,0.0
5294,Mercury,1998-10,1998,0.0
5295,Mercury,1998-11,1998,0.0
5296,Mercury,1998-12,1998,0.0
5297,Mercury,2005-01,2005,0.23205
5298,Mercury,2005-02,2005,0.028949999999999997
5299,Mercury,2005-03,2005,0.046299999999999994
5300,Mercury,2005-04,2005,0.0167
5301,Mercury,2005-05,2005,0.03575
5302,Mercury,2005-06,2005,0.0
5303,Mercury,2005-07,2005,0.0
5304,Mercury,2005-08,2005,0.0
5305,Mercury,2005-09,2005,0.02345
5306,Mercury,2005-10,2005,0.0
5307,Mercury,2005-11,2005,0.0
5308,Mercury,2005-12,2005,0.0
5309,Mercury,2006-01,2006,0.06123529411764707
5310,Mercury,2006-02,2006,0.05595
5311,Mercury,2006-03,2006,0.027050000000000008
5312,Mercury,2006-04,2006,0.05894117647058825
5313,Mercury,2006-05,2006,0.03042857142857144
5314,Mercury,2006-06,2006,0.06715789473684212
5315,Mercury,2006-07,2006,0.059300000000000005
5316,Mercury,2006-08,2006,0.043050000000000005
5317,Mercury,2006-09,2006,0.03742105263157896
5318,Mercury,2006-10,2006,0.17438888888888884
5319,Mercury,2006-11,2006,0.03333333333333333
5320,Mercury,2006-12,2006,0.042400000000000014
5321,Mercury,2007-01,2007,0.03050000000000001
5322,Mercury,2007-02,2007,0.07066666666666666
5323,Mercury,2007-03,2007,0.04315000000000001
5324,Mercury,2007-04,2007,0.03216666666666668
5325,Mercury,2007-05,2007,0.032250000000000015
5326,Mercury,2007-06,2007,0.028000000000000008
5327,Mercury,2007-07,2007,0.02890000000000001
5328,Mercury,2007-08,2007,0.030705882352941177
5329,Mercury,2007-09,2007,0.03876470588235294
5330,Mercury,2007-11,2007,0.037352941176470596
5331,Mercury,2007-12,2007,0.047444444444444456
5332,Mercury,2008-01,2008,0.05588888888888889
5333,Mercury,2008-02,2008,0.029750000000000002
5334,Mercury,2008-04,2008,0.03233333333333333
5335,Mercury,2008-05,2008,0.0346
5336,Mercury,2008-06,2008,0.0864
5337,Mercury,2008-09,2008,0.16245454545454546
5338,Mercury,2008-10,2008,0.030999999999999996
5339,Mercury,2008-11,2008,0.04854545454545455
5340,Mercury,2008-12,2008,0.0417
5341,Mercury,2009-04,2009,0.08566666666666668
5342,Mercury,2009-05,2009,0.16818181818181818
5343,Mercury,2009-06,2009,0.09900000000000002
5344,Mercury,2009-07,2009,0.107
5345,Mercury,2009-08,2009,0.0669090909090909
5346,Mercury,2009-09,2009,0.0627
5347,Mercury,2009-10,2009,0.0783636363636364
5348,Mercury,2009-11,2009,0.07054545454545455
5349,Mercury,2009-12,2009,0.0640909090909091
5350,Mercury,2010-01,2010,0.13646153846153847
5351,Mercury,2010-02,2010,0.15415384615384614
5352,Mercury,2010-03,2010,0.1613846153846154
5353,Mercury,2010-04,2010,0.196
5354,Mercury,2010-05,2010,0.1936875
5355,Mercury,2010-06,2010,0.1949375
5356,Mercury,2010-07,2010,0.16723076923076927
5357,Mercury,2010-08,2010,0.15076923076923077
5358,Mercury,2010-09,2010,0.1590769230769231
5359,Mercury,2010-10,2010,0.14915384615384616
5360,Mercury,2010-11,2010,0.07391666666666667
5361,Mercury,2010-12,2010,0.16361538461538463
5362,Mercury,2011-01,2011,0.1405
5363,Mercury,2011-02,2011,0.14656249999999998
5364,Mercury,2011-03,2011,0.23335714285714287
5365,Mercury,2011-04,2011,0.15792307692307692
5366,Mercury,2011-05,2011,0.08092307692307694
5367,Mercury,2011-06,2011,0.12058823529411763
5368,Mercury,2011-07,2011,0.2816428571428572
5369,Mercury,2011-08,2011,0.11750000000000001
5370,Mercury,2011-09,2011,0.05981250000000001
5371,Mercury,2011-10,2011,0.07591666666666667
5372,Mercury,2011-11,2011,0.07077777777777777
5373,Mercury,2011-12,2011,0.07187500000000002
5374,Mercury,2012-01,2012,0.0770909090909091
5375,Mercury,2012-02,2012,0.0627058823529412
5376,Mercury,2012-03,2012,0.061
5377,Mercury,2012-04,2012,0.086
5378,Mercury,2012-05,2012,0.13920000000000002
5379,Mercury,2012-06,2012,0.13085714285714287
5380,Mercury,2012-07,2012,0.06839999999999999
5381,Mercury,2012-08,2012,0.032600000000000004
5382,Mercury,2012-09,2012,0.02075
5383,Mercury,2012-10,2012,0.1008
5384,Mercury,2012-11,2012,0.08
5385,Mercury,2012-12,2012,0.06566666666666666
5386,Mercury,2013-01,2013,0.04583333333333334
5387,Mercury,2013-02,2013,0.05583333333333334
5388,Mercury,2013-03,2013,0.06783333333333334
5389,Mercury,2013-04,2013,0.025833333333333337
5390,Mercury,2013-05,2013,0.02666666666666667
5391,Mercury,2013-06,2013,0.02416666666666667
5392,Mercury,2013-07,2013,0.003
5393,Mercury,2013-08,2013,0.0
5394,Mercury,2013-09,2013,0.005
5395,Mercury,2013-10,2013,0.001875
5396,Mercury,2013-11,2013,0.032
5397,Mercury,2013-12,2013,0.0368
5398,Mercury,2014-01,2014,0.021428571428571432
5399,Mercury,2014-02,2014,0.034
5400,Mercury,2014-03,2014,0.02205
5401,Mercury,2014-04,2014,0.1025
5402,Mercury,2014-05,2014,0.032
5403,Mercury,2014-06,2014,0.034225000000000005
5404,Mercury,2014-07,2014,0.030775
5405,Mercury,2014-08,2014,0.008745454545454546
5406,Mercury,2014-09,2014,0.0031176470588235297
5407,Mercury,2014-10,2014,0.010363636363636363
5408,Mercury,2014-11,2014,0.006818181818181818
5409,Mercury,2014-12,2014,0.01561875
5410,Mercury,2015-01,2015,0.02009090909090909
5411,Mercury,2015-02,2015,0.0071111111111111115
5412,Mercury,2015-03,2015,0.016
5413,Mercury,2015-04,2015,0.046
5414,Mercury,2015-05,2015,0.0085
5415,Mercury,2015-06,2015,0.0
5416,Mercury,2015-07,2015,0.0
5417,Mercury,2015-08,2015,0.04111111111111111
5418,Mercury,2015-09,2015,0.008375
5419,Mercury,2015-10,2015,0.0
5420,Mercury,2015-11,2015,0.0
5421,Mercury,2015-12,2015,0.002375
5422,Mercury,2016-01,2016,0.0
5423,Mercury,2016-02,2016,0.04525
5424,Mercury,2016-03,2016,0.0285
5425,Mercury,2016-04,2016,0.009692307692307693
5426,Mercury,2016-05,2016,0.0
5427,Mercury,2016-06,2016,0.024909090909090912
5428,Mercury,2016-07,2016,0.008
5429,Mercury,2016-08,2016,0.013846153846153845
5430,Mercury,2016-09,2016,0.012636363636363638
5431,Mercury,2016-10,2016,0.0026923076923076926
5432,Mercury,2016-11,2016,0.009916666666666667
5433,Mercury,2016-12,2016,0.0029090909090909093
5434,Methoxychlor,2005-02,2005,0.036000000000000004
5435,Methoxychlor,2005-03,2005,0.128
5436,Methoxychlor,2005-07,2005,0.038
5437,Methoxychlor,2005-11,2005,0.047
5438,Methoxychlor,2005-12,2005,0.042833333333333334
5439,Methoxychlor,2006-02,2006,0.027000000000000003
5440,Methoxychlor,2006-03,2006,0.005
5441,Methoxychlor,2006-05,2006,0.07166666666666666
5442,Methylosmoline,2014-01,2014,0.31207692307692303
5443,Methylosmoline,2014-02,2014,0.3105
5444,Methylosmoline,2014-03,2014,0.3043125
5445,Methylosmoline,2014-04,2014,0.2984444444444445
5446,Methylosmoline,2014-05,2014,0.29735294117647054
5447,Methylosmoline,2014-06,2014,0.3098461538461538
5448,Methylosmoline,2014-07,2014,0.29979999999999996
5449,Methylosmoline,2014-08,2014,0.3122
5450,Methylosmoline,2014-09,2014,0.29492307692307695
5451,Methylosmoline,2014-10,2014,0.2922666666666667
5452,Methylosmoline,2014-11,2014,0.2962666666666667
5453,Methylosmoline,2014-12,2014,0.2950666666666667
5454,Methylosmoline,2015-01,2015,0.8614285714285713
5455,Methylosmoline,2015-02,2015,1.1187333333333334
5456,Methylosmoline,2015-03,2015,1.1392
5457,Methylosmoline,2015-04,2015,1.2153333333333334
5458,Methylosmoline,2015-05,2015,1.1822666666666666
5459,Methylosmoline,2015-06,2015,1.8447333333333336
5460,Methylosmoline,2015-07,2015,1.9516153846153848
5461,Methylosmoline,2015-08,2015,2.1032
5462,Methylosmoline,2015-09,2015,1.4890833333333333
5463,Methylosmoline,2015-10,2015,3.5204444444444447
5464,Methylosmoline,2015-11,2015,5.0752500000000005
5465,Methylosmoline,2015-12,2015,0.331
