id,chemical,year,location,value
25917,Isodrin,2009-10,Boonsri,0.001
25918,Isodrin,2009-10,Busarakhan,0.015
25919,Isodrin,2009-10,Chai,0.015
25920,Isodrin,2009-10,Kohsoom,0.001
25921,Isodrin,2009-10,Somchair,0.015
25922,Isodrin,2009-11,Boonsri,0.001
25923,Isodrin,2009-11,Kannika,0.015
25924,Isodrin,2009-11,Kohsoom,0.001
25925,Isodrin,2009-12,Boonsri,0.001
25926,Lead,1998-01,Boonsri,0.0
25927,Lead,1998-01,Chai,0.0
25928,Lead,1998-01,Kannika,0.0
25929,Lead,1998-02,Boonsri,0.0
25930,Lead,1998-02,Chai,0.0
25931,Lead,1998-02,Kannika,0.0
25932,Lead,1998-03,Boonsri,0.0
25933,Lead,1998-03,Chai,0.0
25934,Lead,1998-03,Kannika,10.0
25935,Lead,1998-04,Boonsri,27.5
25936,Lead,1998-04,Chai,42.0
25937,Lead,1998-04,Kannika,16.666666666666668
25938,Lead,1998-04,Kohsoom,90.0
25939,Lead,1998-04,Sakda,15.0
25940,Lead,1998-04,Somchair,41.0
25941,Lead,1998-05,Boonsri,0.0
25942,Lead,1998-05,Chai,0.0
25943,Lead,1998-05,Kannika,0.0
25944,Lead,1998-06,Boonsri,2.5
25945,Lead,1998-06,Chai,10.666666666666666
25946,Lead,1998-06,Kannika,10.0
25947,Lead,1998-06,Kohsoom,34.0
25948,Lead,1998-06,Sakda,1.0
25949,Lead,1998-06,Somchair,10.0
25950,Lead,1998-07,Boonsri,0.0
25951,Lead,1998-07,Chai,0.0
25952,Lead,1998-07,Kannika,0.0
25953,Lead,1998-08,Boonsri,3.5
25954,Lead,1998-08,Chai,16.7225
25955,Lead,1998-08,Kannika,20.5625
25956,Lead,1998-08,Kohsoom,52.0
25957,Lead,1998-08,Sakda,20.68
25958,Lead,1998-08,Somchair,15.0
25959,Lead,1998-09,Boonsri,0.0
25960,Lead,1998-09,Chai,0.0
25961,Lead,1998-09,Kannika,0.0
25962,Lead,1998-10,Boonsri,8.5
25963,Lead,1998-10,Busarakhan,48.0
25964,Lead,1998-10,Chai,52.333333333333336
25965,Lead,1998-10,Kannika,48.666666666666664
25966,Lead,1998-10,Kohsoom,0.0
25967,Lead,1998-10,Sakda,49.0
25968,Lead,1998-10,Somchair,48.0
25969,Lead,1998-11,Boonsri,0.0
25970,Lead,1998-11,Busarakhan,49.0
25971,Lead,1998-11,Chai,14.333333333333334
25972,Lead,1998-11,Kannika,33.333333333333336
25973,Lead,1998-11,Kohsoom,92.0
25974,Lead,1998-11,Sakda,15.333333333333334
25975,Lead,1998-11,Somchair,23.0
25976,Lead,1998-12,Boonsri,0.0
25977,Lead,1998-12,Busarakhan,1.0
25978,Lead,1998-12,Chai,1.3333333333333333
25979,Lead,1998-12,Kannika,20.0
25980,Lead,1998-12,Kohsoom,40.0
25981,Lead,1998-12,Sakda,7.0
25982,Lead,1998-12,Somchair,1.0
25983,Lead,1999-01,Boonsri,3.0
25984,Lead,1999-01,Busarakhan,14.0
25985,Lead,1999-01,Chai,32.0
25986,Lead,1999-01,Kannika,32.333333333333336
25987,Lead,1999-01,Kohsoom,2.0
25988,Lead,1999-01,Sakda,18.333333333333332
25989,Lead,1999-01,Somchair,34.0
25990,Lead,1999-02,Boonsri,34.0
25991,Lead,1999-02,Chai,15.666666666666666
25992,Lead,1999-02,Kannika,8.5
25993,Lead,1999-02,Kohsoom,18.0
25994,Lead,1999-02,Sakda,9.333333333333334
25995,Lead,1999-03,Boonsri,7.333333333333333
25996,Lead,1999-03,Busarakhan,6.0
25997,Lead,1999-03,Chai,10.0
25998,Lead,1999-03,Kannika,8.333333333333334
25999,Lead,1999-03,Kohsoom,7.0
26000,Lead,1999-03,Sakda,5.333333333333333
26001,Lead,1999-03,Somchair,3.0
26002,Lead,1999-04,Boonsri,8.333333333333334
26003,Lead,1999-04,Busarakhan,30.0
26004,Lead,1999-04,Chai,27.333333333333332
26005,Lead,1999-04,Kannika,29.666666666666668
26006,Lead,1999-04,Kohsoom,18.0
26007,Lead,1999-04,Sakda,27.333333333333332
26008,Lead,1999-04,Somchair,16.0
26009,Lead,1999-05,Boonsri,15.666666666666666
26010,Lead,1999-05,Busarakhan,9.0
26011,Lead,1999-05,Chai,9.0
26012,Lead,1999-05,Kannika,14.666666666666666
26013,Lead,1999-05,Kohsoom,11.0
26014,Lead,1999-05,Sakda,16.316666666666666
26015,Lead,1999-05,Somchair,16.0
26016,Lead,1999-06,Boonsri,12.0
26017,Lead,1999-06,Busarakhan,29.0
26018,Lead,1999-06,Chai,22.0
26019,Lead,1999-06,Kannika,26.0
26020,Lead,1999-06,Kohsoom,31.0
26021,Lead,1999-06,Sakda,21.666666666666668
26022,Lead,1999-06,Somchair,28.0
26023,Lead,1999-07,Boonsri,23.0
26024,Lead,1999-07,Busarakhan,42.519999999999996
26025,Lead,1999-07,Chai,39.207499999999996
26026,Lead,1999-07,Kannika,39.125
26027,Lead,1999-07,Kohsoom,45.69
26028,Lead,1999-07,Sakda,31.6
26029,Lead,1999-07,Somchair,33.745000000000005
26030,Lead,1999-08,Boonsri,33.5
26031,Lead,1999-08,Busarakhan,36.754999999999995
26032,Lead,1999-08,Chai,28.18
26033,Lead,1999-08,Kannika,23.98
26034,Lead,1999-08,Kohsoom,30.415
26035,Lead,1999-08,Sakda,27.0175
26036,Lead,1999-08,Somchair,43.515
26037,Lead,1999-09,Boonsri,20.5
26038,Lead,1999-09,Busarakhan,17.0
26039,Lead,1999-09,Chai,23.0
26040,Lead,1999-09,Kannika,24.333333333333332
26041,Lead,1999-09,Kohsoom,28.0
26042,Lead,1999-09,Sakda,21.0
26043,Lead,1999-09,Somchair,45.0
26044,Lead,1999-10,Boonsri,20.5
26045,Lead,1999-10,Busarakhan,31.0
26046,Lead,1999-10,Chai,27.0
26047,Lead,1999-10,Kannika,41.666666666666664
26048,Lead,1999-10,Kohsoom,87.0
26049,Lead,1999-10,Sakda,30.0
26050,Lead,1999-10,Somchair,21.0
26051,Lead,1999-11,Boonsri,33.0
26052,Lead,1999-11,Busarakhan,23.0
26053,Lead,1999-11,Chai,39.333333333333336
26054,Lead,1999-11,Kannika,21.333333333333332
26055,Lead,1999-11,Kohsoom,47.0
26056,Lead,1999-11,Sakda,18.0
26057,Lead,1999-11,Somchair,57.0
26058,Lead,1999-12,Boonsri,20.5
26059,Lead,1999-12,Busarakhan,19.0
26060,Lead,1999-12,Chai,36.666666666666664
26061,Lead,1999-12,Kannika,27.0
26062,Lead,1999-12,Kohsoom,40.0
26063,Lead,1999-12,Sakda,41.666666666666664
26064,Lead,1999-12,Somchair,34.0
26065,Lead,2000-01,Boonsri,78.13999999999999
26066,Lead,2000-01,Busarakhan,14.59
26067,Lead,2000-01,Chai,35.96333333333333
26068,Lead,2000-01,Kannika,14.853333333333333
26069,Lead,2000-01,Kohsoom,26.4
26070,Lead,2000-01,Sakda,18.299999999999997
26071,Lead,2000-01,Somchair,40.82
26072,Lead,2000-02,Boonsri,20.76
26073,Lead,2000-02,Busarakhan,17.24
26074,Lead,2000-02,Chai,39.056666666666665
26075,Lead,2000-02,Kannika,25.413333333333338
26076,Lead,2000-02,Kohsoom,33.61
26077,Lead,2000-02,Sakda,29.983333333333334
26078,Lead,2000-02,Somchair,41.9
26079,Lead,2000-03,Boonsri,116.89999999999999
26080,Lead,2000-03,Busarakhan,3.69
26081,Lead,2000-03,Chai,98.37
26082,Lead,2000-03,Kannika,57.73333333333334
26083,Lead,2000-03,Kohsoom,74.62
26084,Lead,2000-03,Sakda,64.62666666666667
26085,Lead,2000-03,Somchair,144.7
26086,Lead,2000-04,Boonsri,15.0
26087,Lead,2000-04,Busarakhan,33.0
26088,Lead,2000-04,Chai,9.666666666666666
26089,Lead,2000-04,Kannika,20.0
26090,Lead,2000-04,Kohsoom,77.0
26091,Lead,2000-04,Sakda,16.666666666666668
26092,Lead,2000-04,Somchair,47.0
26093,Lead,2000-05,Boonsri,31.319999999999997
26094,Lead,2000-05,Busarakhan,33.76
26095,Lead,2000-05,Chai,19.16
26096,Lead,2000-05,Kannika,16.299999999999997
26097,Lead,2000-05,Kohsoom,29.65
26098,Lead,2000-05,Sakda,24.583333333333332
26099,Lead,2000-05,Somchair,30.52
26100,Lead,2000-06,Boonsri,20.333333333333332
26101,Lead,2000-06,Busarakhan,20.0
26102,Lead,2000-06,Chai,28.0
26103,Lead,2000-06,Kannika,19.333333333333332
26104,Lead,2000-06,Kohsoom,39.0
26105,Lead,2000-06,Sakda,18.0
26106,Lead,2000-06,Somchair,50.05
26107,Lead,2000-07,Boonsri,19.333333333333332
26108,Lead,2000-07,Busarakhan,22.1
26109,Lead,2000-07,Chai,25.225
26110,Lead,2000-07,Kannika,28.555
26111,Lead,2000-07,Kohsoom,31.685
26112,Lead,2000-07,Sakda,26.41
26113,Lead,2000-07,Somchair,26.1
26114,Lead,2000-08,Boonsri,43.333333333333336
26115,Lead,2000-08,Busarakhan,34.0
26116,Lead,2000-08,Chai,55.75
26117,Lead,2000-08,Kannika,32.0
26118,Lead,2000-08,Kohsoom,54.0
26119,Lead,2000-08,Sakda,35.375
26120,Lead,2000-08,Somchair,61.5
26121,Lead,2000-09,Boonsri,39.333333333333336
26122,Lead,2000-09,Busarakhan,38.0
26123,Lead,2000-09,Chai,33.666666666666664
26124,Lead,2000-09,Kannika,12.666666666666666
26125,Lead,2000-09,Kohsoom,33.0
26126,Lead,2000-09,Sakda,28.0
26127,Lead,2000-09,Somchair,12.0
26128,Lead,2000-10,Boonsri,13.0
26129,Lead,2000-10,Busarakhan,66.0
26130,Lead,2000-10,Chai,20.333333333333332
26131,Lead,2000-10,Kannika,22.0
26132,Lead,2000-10,Kohsoom,16.0
26133,Lead,2000-10,Sakda,21.333333333333332
26134,Lead,2000-10,Somchair,27.0
26135,Lead,2000-11,Boonsri,16.666666666666668
26136,Lead,2000-11,Busarakhan,15.0
26137,Lead,2000-11,Chai,14.333333333333334
26138,Lead,2000-11,Kannika,14.0
26139,Lead,2000-11,Kohsoom,17.0
26140,Lead,2000-11,Sakda,12.333333333333334
26141,Lead,2000-11,Somchair,18.0
26142,Lead,2000-12,Boonsri,15.0
26143,Lead,2000-12,Busarakhan,18.0
26144,Lead,2000-12,Chai,17.333333333333332
26145,Lead,2000-12,Kannika,13.333333333333334
26146,Lead,2000-12,Kohsoom,16.0
26147,Lead,2000-12,Sakda,15.333333333333334
26148,Lead,2000-12,Somchair,41.0
26149,Lead,2001-01,Busarakhan,2.0
26150,Lead,2001-01,Chai,4.333333333333333
26151,Lead,2001-01,Kannika,2.6666666666666665
26152,Lead,2001-01,Kohsoom,3.0
26153,Lead,2001-01,Sakda,3.3333333333333335
26154,Lead,2001-01,Somchair,5.0
26155,Lead,2001-02,Busarakhan,2.0
26156,Lead,2001-02,Chai,4.666666666666667
26157,Lead,2001-02,Kannika,3.0
26158,Lead,2001-02,Kohsoom,3.0
26159,Lead,2001-02,Sakda,3.0
26160,Lead,2001-02,Somchair,4.0
26161,Lead,2001-03,Busarakhan,2.0
26162,Lead,2001-03,Chai,3.0
26163,Lead,2001-03,Kannika,3.0
26164,Lead,2001-03,Kohsoom,2.0
26165,Lead,2001-03,Sakda,2.3333333333333335
26166,Lead,2001-03,Somchair,2.0
26167,Lead,2001-04,Boonsri,17.0
26168,Lead,2001-04,Busarakhan,15.0
26169,Lead,2001-04,Chai,8.666666666666666
26170,Lead,2001-04,Kannika,26.666666666666668
26171,Lead,2001-04,Kohsoom,20.0
26172,Lead,2001-04,Sakda,13.666666666666666
26173,Lead,2001-04,Somchair,20.0
26174,Lead,2001-05,Boonsri,25.666666666666668
26175,Lead,2001-05,Busarakhan,13.0
26176,Lead,2001-05,Chai,21.0
26177,Lead,2001-05,Kannika,15.666666666666666
26178,Lead,2001-05,Kohsoom,14.0
26179,Lead,2001-05,Sakda,24.0
26180,Lead,2001-05,Somchair,18.0
26181,Lead,2001-06,Boonsri,26.0
26182,Lead,2001-06,Busarakhan,12.0
26183,Lead,2001-06,Chai,33.666666666666664
26184,Lead,2001-06,Kannika,8.666666666666666
26185,Lead,2001-06,Kohsoom,30.0
26186,Lead,2001-06,Sakda,11.5
26187,Lead,2001-06,Somchair,38.0
26188,Lead,2001-07,Boonsri,42.96666666666666
26189,Lead,2001-07,Busarakhan,11.48
26190,Lead,2001-07,Chai,46.156666666666666
26191,Lead,2001-07,Kannika,31.27666666666667
26192,Lead,2001-07,Kohsoom,44.52
26193,Lead,2001-07,Sakda,32.086666666666666
26194,Lead,2001-07,Somchair,38.38
26195,Lead,2001-08,Boonsri,15.01
26196,Lead,2001-08,Busarakhan,21.03
26197,Lead,2001-08,Chai,18.776666666666667
26198,Lead,2001-08,Kannika,21.84
26199,Lead,2001-08,Kohsoom,41.46
26200,Lead,2001-08,Sakda,20.463333333333335
26201,Lead,2001-08,Somchair,29.76
26202,Lead,2001-09,Boonsri,14.103333333333333
26203,Lead,2001-09,Busarakhan,4.37
26204,Lead,2001-09,Chai,5.043333333333333
26205,Lead,2001-09,Kannika,4.783333333333333
26206,Lead,2001-09,Sakda,5.78
26207,Lead,2001-10,Boonsri,13.666666666666666
26208,Lead,2001-10,Kohsoom,5.67
26209,Lead,2001-11,Boonsri,37.723333333333336
26210,Lead,2001-11,Kohsoom,11.45
26211,Lead,2001-12,Boonsri,2.09
26212,Lead,2001-12,Kohsoom,1.61
26213,Lead,2002-02,Chai,9.18
26214,Lead,2002-03,Boonsri,9.97
26215,Lead,2002-03,Busarakhan,1.64
26216,Lead,2002-03,Chai,10.765
26217,Lead,2002-03,Kannika,3.82
26218,Lead,2002-03,Kohsoom,1.91
26219,Lead,2002-03,Sakda,2.89
26220,Lead,2002-03,Somchair,4.26
26221,Lead,2002-04,Boonsri,3.25
26222,Lead,2002-04,Busarakhan,1.32
26223,Lead,2002-04,Chai,1.095
26224,Lead,2002-04,Kannika,3.9766666666666666
26225,Lead,2002-04,Kohsoom,2.15
26226,Lead,2002-04,Sakda,5.936666666666667
26227,Lead,2002-04,Somchair,1.46
26228,Lead,2002-05,Boonsri,14.966666666666667
26229,Lead,2002-05,Chai,21.69666666666667
26230,Lead,2002-05,Kohsoom,17.71
26231,Lead,2002-06,Boonsri,4.613333333333333
26232,Lead,2002-06,Busarakhan,1.03
26233,Lead,2002-06,Chai,3.366666666666667
26234,Lead,2002-06,Kannika,1.8333333333333333
26235,Lead,2002-06,Kohsoom,1.12
26236,Lead,2002-06,Sakda,2.1366666666666667
26237,Lead,2002-06,Somchair,1.61
26238,Lead,2002-08,Boonsri,11.653333333333334
26239,Lead,2002-08,Busarakhan,8.67
26240,Lead,2002-08,Chai,8.6
26241,Lead,2002-08,Kannika,6.670000000000001
26242,Lead,2002-08,Kohsoom,7.05
26243,Lead,2002-08,Sakda,5.403333333333333
26244,Lead,2002-08,Somchair,7.62
26245,Lead,2002-09,Boonsri,6.608333333333333
26246,Lead,2002-09,Busarakhan,8.12
26247,Lead,2002-09,Chai,8.585
26248,Lead,2002-09,Kannika,7.346666666666667
26249,Lead,2002-09,Kohsoom,8.68
26250,Lead,2002-09,Sakda,7.766666666666667
26251,Lead,2002-09,Somchair,7.07
26252,Lead,2002-10,Boonsri,36.1675
26253,Lead,2002-10,Busarakhan,10.546666666666667
26254,Lead,2002-10,Chai,5.69
26255,Lead,2002-10,Kannika,11.994285714285713
26256,Lead,2002-10,Kohsoom,15.230000000000002
26257,Lead,2002-10,Sakda,10.581428571428573
26258,Lead,2002-10,Somchair,9.503333333333332
26259,Lead,2002-11,Boonsri,17.893333333333334
26260,Lead,2002-11,Chai,18.68
26261,Lead,2002-11,Kannika,16.110000000000003
26262,Lead,2002-11,Kohsoom,23.64
26263,Lead,2002-11,Sakda,11.416666666666666
26264,Lead,2003-01,Boonsri,7.403333333333333
26265,Lead,2003-01,Busarakhan,7.43
26266,Lead,2003-01,Chai,8.020000000000001
26267,Lead,2003-01,Kannika,8.296666666666667
26268,Lead,2003-01,Kohsoom,6.06
26269,Lead,2003-01,Sakda,5.536666666666666
26270,Lead,2003-01,Somchair,9.19
26271,Lead,2003-02,Boonsri,13.86
26272,Lead,2003-02,Busarakhan,8.93
26273,Lead,2003-02,Chai,9.293333333333333
26274,Lead,2003-02,Kannika,10.370000000000001
26275,Lead,2003-02,Kohsoom,9.69
26276,Lead,2003-02,Sakda,7.916666666666667
26277,Lead,2003-02,Somchair,12.42
26278,Lead,2003-03,Boonsri,8.536666666666667
26279,Lead,2003-03,Busarakhan,6.28
26280,Lead,2003-03,Chai,7.853333333333334
26281,Lead,2003-03,Kannika,7.406666666666666
26282,Lead,2003-03,Kohsoom,7.65
26283,Lead,2003-03,Sakda,6.28
26284,Lead,2003-03,Somchair,5.98
26285,Lead,2003-04,Boonsri,10.446666666666667
26286,Lead,2003-04,Busarakhan,8.21
26287,Lead,2003-04,Chai,7.621666666666667
26288,Lead,2003-04,Kannika,7.983333333333333
26289,Lead,2003-04,Kohsoom,9.64
26290,Lead,2003-04,Sakda,7.866666666666666
26291,Lead,2003-04,Somchair,7.43
26292,Lead,2003-05,Busarakhan,6.92
26293,Lead,2003-05,Chai,6.696666666666666
26294,Lead,2003-05,Kannika,6.5633333333333335
26295,Lead,2003-05,Kohsoom,8.21
26296,Lead,2003-05,Sakda,6.163333333333334
26297,Lead,2003-05,Somchair,8.24
26298,Lead,2003-06,Boonsri,8.813333333333334
26299,Lead,2003-06,Busarakhan,5.23
26300,Lead,2003-06,Chai,8.386666666666667
26301,Lead,2003-06,Kannika,7.609999999999999
26302,Lead,2003-06,Kohsoom,7.47
26303,Lead,2003-06,Sakda,6.293333333333333
26304,Lead,2003-06,Somchair,7.49
26305,Lead,2003-07,Boonsri,6.048333333333335
26306,Lead,2003-07,Busarakhan,1.359
26307,Lead,2003-07,Chai,1.4656666666666667
26308,Lead,2003-07,Kannika,1.8976666666666666
26309,Lead,2003-07,Kohsoom,9.21
26310,Lead,2003-07,Sakda,1.4766666666666666
26311,Lead,2003-07,Somchair,2.396
26312,Lead,2003-08,Busarakhan,12.21
26313,Lead,2003-08,Chai,9.82
26314,Lead,2003-08,Kannika,17.268400000000003
26315,Lead,2003-08,Kohsoom,222.94
26316,Lead,2003-08,Sakda,6.02625
26317,Lead,2003-08,Somchair,15.45
26318,Lead,2003-09,Busarakhan,9.91
26319,Lead,2003-09,Chai,2.991
26320,Lead,2003-09,Kannika,4.558
26321,Lead,2003-09,Kohsoom,4.409
26322,Lead,2003-09,Sakda,8.863999999999999
26323,Lead,2003-09,Somchair,4.24
26324,Lead,2003-10,Boonsri,3.028333333333333
26325,Lead,2003-10,Busarakhan,10.37
26326,Lead,2003-10,Chai,4.648333333333333
26327,Lead,2003-10,Kannika,3.4499999999999997
26328,Lead,2003-10,Sakda,4.04
26329,Lead,2003-10,Somchair,1.58
26330,Lead,2003-11,Boonsri,2.2983333333333333
26331,Lead,2003-11,Busarakhan,2.94
26332,Lead,2003-11,Chai,5.215
26333,Lead,2003-11,Kannika,2.686666666666667
26334,Lead,2003-11,Kohsoom,1.68
26335,Lead,2003-11,Sakda,2.0866666666666664
26336,Lead,2003-11,Somchair,1.67
26337,Lead,2003-12,Boonsri,1.8525
26338,Lead,2003-12,Kohsoom,6.52
26339,Lead,2004-01,Busarakhan,8.18
26340,Lead,2004-01,Chai,6.493333333333333
26341,Lead,2004-01,Sakda,10.603333333333333
26342,Lead,2004-01,Somchair,8.07
26343,Lead,2004-02,Boonsri,8.625
26344,Lead,2004-02,Busarakhan,5.2
26345,Lead,2004-02,Chai,5.385000000000001
26346,Lead,2004-02,Kannika,4.87
26347,Lead,2004-02,Kohsoom,7.52
26348,Lead,2004-02,Sakda,6.586666666666666
26349,Lead,2004-02,Somchair,3.96
26350,Lead,2004-03,Boonsri,2.211333333333333
26351,Lead,2004-03,Busarakhan,5.1080000000000005
26352,Lead,2004-03,Chai,6.2524
26353,Lead,2004-03,Kohsoom,4.638
26354,Lead,2004-03,Sakda,3.2576666666666667
26355,Lead,2004-03,Somchair,2.8489999999999998
26356,Lead,2004-04,Boonsri,3.0860000000000003
26357,Lead,2004-04,Busarakhan,3.031
26358,Lead,2004-04,Chai,5.3053333333333335
26359,Lead,2004-04,Kannika,2.444
26360,Lead,2004-04,Kohsoom,4.678999999999999
26361,Lead,2004-04,Sakda,3.1993333333333336
26362,Lead,2004-04,Somchair,6.33
26363,Lead,2004-05,Boonsri,2.0044999999999997
26364,Lead,2004-05,Busarakhan,1.1340000000000001
26365,Lead,2004-05,Chai,2.4356666666666666
26366,Lead,2004-05,Kannika,0.6076666666666667
26367,Lead,2004-05,Kohsoom,3.9419999999999997
26368,Lead,2004-05,Sakda,1.3030000000000002
26369,Lead,2004-05,Somchair,1.33
26370,Lead,2004-06,Boonsri,2.032
26371,Lead,2004-06,Busarakhan,1.08
26372,Lead,2004-06,Chai,5.783333333333332
26373,Lead,2004-06,Kannika,6.417000000000001
26374,Lead,2004-06,Kohsoom,9.058
26375,Lead,2004-06,Sakda,6.867
26376,Lead,2004-06,Somchair,1.042
26377,Lead,2004-07,Boonsri,2.6841666666666666
26378,Lead,2004-07,Busarakhan,4.181
26379,Lead,2004-07,Chai,2.733
26380,Lead,2004-07,Kannika,3.0853333333333333
26381,Lead,2004-07,Kohsoom,6.125
26382,Lead,2004-07,Sakda,2.376
26383,Lead,2004-07,Somchair,1.515
26384,Lead,2004-08,Boonsri,7.388333333333333
26385,Lead,2004-08,Busarakhan,4.841
26386,Lead,2004-08,Chai,5.829166666666666
26387,Lead,2004-08,Kannika,5.242
26388,Lead,2004-08,Kohsoom,2.14
26389,Lead,2004-08,Sakda,3.589
26390,Lead,2004-08,Somchair,7.5489999999999995
26391,Lead,2004-09,Boonsri,5.854166666666667
26392,Lead,2004-09,Busarakhan,2.3369999999999997
26393,Lead,2004-09,Chai,3.3123333333333336
26394,Lead,2004-09,Kannika,1.954666666666667
26395,Lead,2004-09,Kohsoom,6.129
26396,Lead,2004-09,Sakda,2.750666666666666
26397,Lead,2004-09,Somchair,10.31
26398,Lead,2004-10,Boonsri,2.4255
26399,Lead,2004-10,Busarakhan,5.928
26400,Lead,2004-10,Chai,3.6828333333333334
26401,Lead,2004-10,Kannika,3.1376666666666666
26402,Lead,2004-10,Kohsoom,4.435
26403,Lead,2004-10,Sakda,2.691333333333334
26404,Lead,2004-10,Somchair,3.6489999999999996
26405,Lead,2004-11,Boonsri,4.539000000000001
26406,Lead,2004-11,Busarakhan,2.8169999999999997
26407,Lead,2004-11,Chai,3.7728333333333333
26408,Lead,2004-11,Kannika,1.2863333333333333
26409,Lead,2004-11,Kohsoom,1.073
26410,Lead,2004-11,Sakda,1.2533333333333332
26411,Lead,2004-11,Somchair,4.048
26412,Lead,2004-12,Boonsri,2.8077500000000004
26413,Lead,2004-12,Busarakhan,8.192
26414,Lead,2004-12,Chai,7.6255000000000015
26415,Lead,2004-12,Kannika,2.6456666666666666
26416,Lead,2004-12,Kohsoom,0.36700000000000005
26417,Lead,2004-12,Sakda,0.7133333333333334
26418,Lead,2004-12,Somchair,3.8369999999999997
26419,Lead,2005-01,Boonsri,10.745499833333332
26420,Lead,2005-01,Busarakhan,11.63
26421,Lead,2005-01,Chai,8.826
26422,Lead,2005-01,Kannika,1.8373333333333333
26423,Lead,2005-01,Kohsoom,0.574
26424,Lead,2005-01,Sakda,2.5860000000000003
26425,Lead,2005-01,Somchair,17.290001
26426,Lead,2005-02,Boonsri,3.324666666666666
26427,Lead,2005-02,Busarakhan,2.61
26428,Lead,2005-02,Chai,5.909
26429,Lead,2005-02,Kannika,5.463
26430,Lead,2005-02,Kohsoom,4.915
26431,Lead,2005-02,Sakda,4.436
26432,Lead,2005-02,Somchair,3.557
26433,Lead,2005-03,Boonsri,9.0405
26434,Lead,2005-03,Busarakhan,2.42
26435,Lead,2005-03,Chai,6.258
26436,Lead,2005-03,Kannika,6.684
26437,Lead,2005-03,Kohsoom,5.1770000000000005
26438,Lead,2005-03,Sakda,6.389666666666666
26439,Lead,2005-03,Somchair,7.029
26440,Lead,2005-04,Boonsri,6.249666666666666
26441,Lead,2005-04,Busarakhan,33.299999
26442,Lead,2005-04,Chai,12.507666833333333
26443,Lead,2005-04,Kannika,2.8686666666666665
26444,Lead,2005-04,Kohsoom,14.92
26445,Lead,2005-04,Sakda,1.7956666666666665
26446,Lead,2005-04,Somchair,24.879998999999998
26447,Lead,2005-05,Boonsri,4.1905
26448,Lead,2005-05,Busarakhan,12.36
26449,Lead,2005-05,Chai,6.489999999999999
26450,Lead,2005-05,Kannika,6.135000000000001
26451,Lead,2005-05,Kohsoom,5.325
26452,Lead,2005-05,Sakda,2.3753333333333333
26453,Lead,2005-05,Somchair,9.568
26454,Lead,2005-06,Boonsri,2.7853333333333334
26455,Lead,2005-06,Busarakhan,12.113
26456,Lead,2005-06,Chai,6.562
26457,Lead,2005-06,Kannika,7.158666666666666
26458,Lead,2005-06,Kohsoom,11.33
26459,Lead,2005-06,Sakda,2.9363333333333337
26460,Lead,2005-06,Somchair,10.005
26461,Lead,2005-07,Boonsri,3.4778333333333333
26462,Lead,2005-07,Busarakhan,8.368
26463,Lead,2005-07,Chai,4.766166666666667
26464,Lead,2005-07,Kannika,2.198
26465,Lead,2005-07,Kohsoom,7.355
26466,Lead,2005-07,Sakda,39.551999333333335
26467,Lead,2005-07,Somchair,2.1719999999999997
26468,Lead,2005-08,Boonsri,5.546499999999999
26469,Lead,2005-08,Busarakhan,1.636
26470,Lead,2005-08,Chai,4.804833333333334
26471,Lead,2005-08,Kannika,2.9613333333333336
26472,Lead,2005-08,Kohsoom,7.622000000000001
26473,Lead,2005-08,Sakda,2.546666666666667
26474,Lead,2005-08,Somchair,4.546
26475,Lead,2005-09,Busarakhan,4.704
26476,Lead,2005-09,Chai,2.419
26477,Lead,2005-09,Kannika,0.8283333333333333
26478,Lead,2005-09,Sakda,0.4976666666666667
26479,Lead,2005-09,Somchair,4.288
26480,Lead,2005-10,Boonsri,3.0315
26481,Lead,2005-10,Busarakhan,18.92
26482,Lead,2005-10,Chai,10.108333333333333
26483,Lead,2005-10,Kannika,3.317
26484,Lead,2005-10,Kohsoom,9.687999999999999
26485,Lead,2005-10,Sakda,1.5803333333333331
26486,Lead,2005-10,Somchair,3.321
26487,Lead,2005-11,Boonsri,3.7714999999999996
26488,Lead,2005-11,Busarakhan,6.7
26489,Lead,2005-11,Chai,11.772333500000002
26490,Lead,2005-11,Kannika,1.5333333333333332
26491,Lead,2005-11,Kohsoom,8.889
26492,Lead,2005-11,Sakda,3.3089999999999997
26493,Lead,2005-11,Somchair,6.807
26494,Lead,2005-12,Boonsri,5.155
26495,Lead,2005-12,Busarakhan,48.189999
26496,Lead,2005-12,Chai,22.67483316666667
26497,Lead,2005-12,Kannika,6.303666666666666
26498,Lead,2005-12,Kohsoom,7.7410000000000005
26499,Lead,2005-12,Sakda,40.91999966666666
26500,Lead,2005-12,Somchair,34.599998
26501,Lead,2006-01,Boonsri,5.576
26502,Lead,2006-01,Busarakhan,14.6
26503,Lead,2006-01,Chai,8.617666666666667
26504,Lead,2006-01,Kannika,2.3009999999999997
26505,Lead,2006-01,Kohsoom,0.718
26506,Lead,2006-01,Sakda,2.494333333333333
26507,Lead,2006-01,Somchair,13.205
26508,Lead,2006-02,Boonsri,8.739666666666666
26509,Lead,2006-02,Busarakhan,0.94
26510,Lead,2006-02,Chai,20.33666666666667
26511,Lead,2006-02,Kannika,4.585
26512,Lead,2006-02,Kohsoom,3.906
26513,Lead,2006-02,Sakda,8.593666666666666
26514,Lead,2006-02,Somchair,0.07
26515,Lead,2006-03,Boonsri,9.150333333333332
26516,Lead,2006-03,Busarakhan,7.39
26517,Lead,2006-03,Chai,13.506666666666668
