id,chemical,date,value,year
5011,Magnesium,2012-01,0.15504419364911454,2012
5012,Magnesium,2012-02,0.19674597257233328,2012
5013,Magnesium,2012-03,0.27758962088687666,2012
5014,Magnesium,2012-04,0.13041883143780245,2012
5015,Magnesium,2012-05,0.10797227514980805,2012
5016,Magnesium,2012-06,0.0726488645882234,2012
5017,Magnesium,2012-07,0.10707553408415411,2012
5018,Magnesium,2012-08,0.1436952576046271,2012
5019,Magnesium,2012-09,0.19675254742771936,2012
5020,Magnesium,2012-10,0.20512620589616012,2012
5021,Magnesium,2012-11,0.17588743723817096,2012
5022,Magnesium,2012-12,0.19987297379394134,2012
5023,Magnesium,2013-01,0.257025020264091,2013
5024,Magnesium,2013-02,0.20107419987297387,2013
5025,Magnesium,2013-03,0.1774143507125325,2013
5026,Magnesium,2013-04,0.18130382888895036,2013
5027,Magnesium,2013-05,0.2505808884733581,2013
5028,Magnesium,2013-06,0.15362807095057945,2013
5029,Magnesium,2013-07,0.20841195764565834,2013
5030,Magnesium,2013-08,0.2598027032866002,2013
5031,Magnesium,2013-09,0.1834976389694309,2013
5032,Magnesium,2013-10,0.1368536810797553,2013
5033,Magnesium,2013-11,0.20775228048859068,2013
5034,Magnesium,2013-12,0.3354823828296956,2013
5035,Magnesium,2014-01,0.2444523497411557,2014
5036,Magnesium,2014-02,0.036543046235698026,2014
5037,Magnesium,2014-03,0.1787011390336644,2014
5038,Magnesium,2014-04,0.08020600336895593,2014
5039,Magnesium,2014-05,0.11481089826370444,2014
5040,Magnesium,2014-06,0.07121883354175612,2014
5041,Magnesium,2014-07,0.0223240563508016,2014
5042,Magnesium,2014-08,0.017833084077105207,2014
5043,Magnesium,2014-09,0.15447066395620787,2014
5044,Magnesium,2014-10,0.1919800600072758,2014
5045,Magnesium,2014-11,0.14204418727656254,2014
5046,Magnesium,2014-12,0.09521787755778306,2014
5047,Magnesium,2015-01,0.11743787528726647,2015
5048,Magnesium,2015-02,0.14261299656047402,2015
5049,Magnesium,2015-03,0.16014813587508475,2015
5050,Magnesium,2015-04,0.18784690580730676,2015
5051,Magnesium,2015-05,0.028780333643228222,2015
5052,Magnesium,2015-06,0.018670397677936337,2015
5053,Magnesium,2015-07,0.03164762807708708,2015
5054,Magnesium,2015-08,0.08545120383410493,2015
5055,Magnesium,2015-09,0.10753295526719438,2015
5056,Magnesium,2015-10,0.06552732931462699,2015
5057,Magnesium,2015-11,0.12404039985640519,2015
5058,Magnesium,2015-12,0.10355397233037866,2015
5059,Magnesium,2016-01,0.19208246632262388,2016
5060,Magnesium,2016-02,0.10027246200719828,2016
5061,Magnesium,2016-03,0.09202090247083844,2016
5062,Magnesium,2016-04,0.13234657903699418,2016
5063,Magnesium,2016-05,0.03791149280338237,2016
5064,Magnesium,2016-06,0.018742501925336753,2016
5065,Magnesium,2016-07,0.014839667768174079,2016
5066,Magnesium,2016-08,0.030477084656522952,2016
5067,Magnesium,2016-09,0.04180006854866874,2016
5068,Magnesium,2016-10,0.04232365909111827,2016
5069,Magnesium,2016-11,0.20674895755667863,2016
5070,Magnesium,2016-12,0.12785463783724077,2016
5071,Manganese,1998-01,0.0,1998
5072,Manganese,1998-02,5.049278664640223e-06,1998
5073,Manganese,1998-03,9.0887015963524e-05,1998
5074,Manganese,1998-04,0.0003850304494454745,1998
5075,Manganese,1998-05,8.773121679812388e-05,1998
5076,Manganese,1998-06,0.0009203457929639676,1998
5077,Manganese,1998-07,4.7526335430926096e-05,1998
5078,Manganese,1998-08,0.24813240952954949,1998
5079,Manganese,1998-09,4.1340969066741823e-05,1998
5080,Manganese,1998-10,0.0002898285953503488,1998
5081,Manganese,1998-11,0.00032517354600283035,1998
5082,Manganese,1998-12,0.000271651192157644,1998
5083,Manganese,1999-01,0.00027227264183944596,1999
5084,Manganese,1999-02,0.0005510446116010695,1999
5085,Manganese,1999-03,0.0001429282480670826,1999
5086,Manganese,1999-04,0.00016908351154991893,1999
5087,Manganese,1999-05,0.00016696281451077005,1999
5088,Manganese,1999-06,0.0002753539965117135,1999
5089,Manganese,1999-07,0.640858349831469,1999
5090,Manganese,1999-08,0.6531855440069883,1999
5091,Manganese,1999-09,0.0003206291952046542,1999
5092,Manganese,1999-10,0.00031557991654001394,1999
5093,Manganese,1999-11,0.00038879445717729725,1999
5094,Manganese,1999-12,0.00040141765383889773,1999
5095,Manganese,2000-01,0.0002777103265552123,2000
5096,Manganese,2000-02,0.0010670808911273004,2000
5097,Manganese,2000-03,0.00018110079477176265,2000
5098,Manganese,2000-04,0.00022351473555474053,2000
5099,Manganese,2000-05,0.00042380278925213606,2000
5100,Manganese,2000-06,0.0004167337991216397,2000
5101,Manganese,2000-07,0.4518313351195538,2000
5102,Manganese,2000-08,0.46481134747345604,2000
5103,Manganese,2000-09,0.00028006665659871104,2000
5104,Manganese,2000-10,0.00023529638577223438,2000
5105,Manganese,2000-11,0.000249434366033227,2000
5106,Manganese,2000-12,0.00012431324072344227,2000
5107,Manganese,2001-01,0.00015400299927152675,2001
5108,Manganese,2001-02,0.00034250940275142846,2001
5109,Manganese,2001-03,0.00016578464948902065,2001
5110,Manganese,2001-04,0.00022587106559823926,2001
5111,Manganese,2001-05,0.0003601818780776692,2001
5112,Manganese,2001-06,0.00029656096690320244,2001
5113,Manganese,2001-07,0.00042380278925213606,2001
5114,Manganese,2001-08,0.000445009759643625,2001
5115,Manganese,2001-09,0.00037558865143900744,2001
5116,Manganese,2001-10,0.00037490894084953654,2001
5117,Manganese,2001-11,0.0004591477399046177,2001
5118,Manganese,2001-12,0.00026003785122897155,2001
5119,Manganese,2002-02,0.0002659286763377184,2002
5120,Manganese,2002-03,0.0003287641441643524,2002
5121,Manganese,2002-04,0.00030716445209894694,2002
5122,Manganese,2002-05,0.00021245810996601552,2002
5123,Manganese,2002-06,0.00024432898427231294,2002
5124,Manganese,2002-07,0.0006193781828625341,2002
5125,Manganese,2002-08,0.00021291125035899608,2002
5126,Manganese,2002-09,9.930248040459109e-05,2002
5127,Manganese,2002-10,0.15918765319117567,2002
5128,Manganese,2002-11,0.0001390493663031692,2002
5129,Manganese,2002-12,0.00018542073318484375,2002
5130,Manganese,2003-01,0.000264750511315969,2003
5131,Manganese,2003-02,0.0001761917738478069,2003
5132,Manganese,2003-03,0.00019504241419579705,2003
5133,Manganese,2003-04,0.0002473136689940781,2003
5134,Manganese,2003-05,0.00025628245022214536,2003
5135,Manganese,2003-06,0.001352870063545937,2003
5136,Manganese,2003-07,0.0001322305096695982,2003
5137,Manganese,2003-08,1.0,2003
5138,Manganese,2003-09,0.0007236457872873545,2003
5139,Manganese,2003-10,0.00030333541577826133,2003
5140,Manganese,2003-11,0.00022923725137466607,2003
5141,Manganese,2003-12,0.00022519782844295392,2003
5142,Manganese,2004-01,0.0003178191618608544,2004
5143,Manganese,2004-02,0.0003711916270740169,2004
5144,Manganese,2004-03,0.00028815315288435446,2004
5145,Manganese,2004-04,0.00024578205446580394,2004
5146,Manganese,2004-05,0.00033158090651520144,2004
5147,Manganese,2004-06,0.00016382104111943831,2004
5148,Manganese,2004-07,0.00031117021317289475,2004
5149,Manganese,2004-08,0.0004089579099780937,2004
5150,Manganese,2004-09,0.0002919661233183798,2004
5151,Manganese,2004-10,0.005280409395514129,2004
5152,Manganese,2004-11,0.00011418943700083862,2004
5153,Manganese,2004-12,0.00039788315877364947,2004
5154,Manganese,2005-01,0.0002934191935118707,2005
5155,Manganese,2005-02,0.00044275587873245233,2005
5156,Manganese,2005-03,0.00034290212442534494,2005
5157,Manganese,2005-04,0.00042733728431738416,2005
5158,Manganese,2005-05,0.0004263004990982446,2005
5159,Manganese,2005-06,0.0003527030914178688,2005
5160,Manganese,2005-07,0.00022940556066348747,2005
5161,Manganese,2005-08,0.00011957439919151699,2005
5162,Manganese,2005-09,8.385686643814037e-05,2005
5163,Manganese,2005-10,0.00030166634866411637,2005
5164,Manganese,2005-11,0.00024236537590273068,2005
5165,Manganese,2005-12,0.0003089971532438903,2005
5166,Manganese,2006-01,0.00028909925509878966,2006
5167,Manganese,2006-02,0.00018564514556993885,2006
5168,Manganese,2006-03,0.0002061788788061424,2006
5169,Manganese,2006-04,0.0002064313427393744,2006
5170,Manganese,2006-05,0.00041239319114677364,2006
5171,Manganese,2006-06,0.0002667141196855513,2006
5172,Manganese,2006-07,0.00018332621759062262,2006
5173,Manganese,2006-08,0.00018240986701815087,2006
5174,Manganese,2006-09,0.00013030879161190028,2006
5175,Manganese,2006-10,0.0001160455957447314,2006
5176,Manganese,2006-11,0.00022757285951854398,2006
5177,Manganese,2006-12,0.00018803887767762013,2006
5178,Manganese,2007-01,0.00012166891478573813,2007
5179,Manganese,2007-02,0.0004778805637504327,2007
5180,Manganese,2007-03,0.00045349947818270134,2007
5181,Manganese,2007-04,0.0004911938284962009,2007
5182,Manganese,2007-05,0.000299667038324178,2007
5183,Manganese,2007-06,0.00037137444578428844,2007
5184,Manganese,2007-07,0.00028706634290439855,2007
5185,Manganese,2007-08,0.0001614506853018711,2007
5186,Manganese,2007-09,0.0005580715244093605,2007
5187,Manganese,2007-10,0.0005161414728317442,2007
5188,Manganese,2007-11,0.0002687381467741977,2007
5189,Manganese,2007-12,0.00026672814545961965,2007
5190,Manganese,2008-01,0.00021105984818196128,2008
5191,Manganese,2008-02,0.0001257270387495415,2008
5192,Manganese,2008-03,0.0003501674753927994,2008
5193,Manganese,2008-04,4.993175568366443e-05,2008
5194,Manganese,2008-05,7.395708161737738e-05,2008
5195,Manganese,2008-06,0.00010255645998847031,2008
5196,Manganese,2008-07,0.00019692186792096868,2008
5197,Manganese,2008-08,0.0002456279867321905,2008
5198,Manganese,2008-09,0.00018209293373744638,2008
5199,Manganese,2008-10,7.477140155888064e-05,2008
5200,Manganese,2008-11,5.758982832503544e-05,2008
5201,Manganese,2008-12,5.251249811225831e-05,2008
5202,Manganese,2009-01,0.00010900329630923579,2009
5203,Manganese,2009-02,0.00011211923274833612,2009
5204,Manganese,2009-03,0.00010637147053508735,2009
5205,Manganese,2009-04,6.678078233879006e-05,2009
5206,Manganese,2009-05,4.997102785105607e-05,2009
5207,Manganese,2009-06,0.00017589406548209604,2009
5208,Manganese,2009-07,0.00014168927452808166,2009
5209,Manganese,2009-08,5.109481602564779e-05,2009
5210,Manganese,2009-09,0.00011865804861904525,2009
5211,Manganese,2009-10,6.766033410617899e-05,2009
5212,Manganese,2009-11,4.708452354777007e-05,2009
5213,Manganese,2009-12,3.304472370525657e-05,2009
5214,Manganese,2010-01,0.00017951933480026057,2010
5215,Manganese,2010-02,0.0007685002127582419,2010
5216,Manganese,2010-03,0.00018110079477176263,2010
5217,Manganese,2010-04,0.0002048997282111002,2010
5218,Manganese,2010-05,0.00025296886109847514,2010
5219,Manganese,2010-06,7.44890482174614e-05,2010
5220,Manganese,2010-07,8.493896569657784e-05,2010
5221,Manganese,2010-08,0.0002264380575149563,2010
5222,Manganese,2010-09,0.00014051460188739054,2010
5223,Manganese,2010-10,6.202758324029147e-05,2010
5224,Manganese,2010-11,5.750057339914533e-05,2010
5225,Manganese,2010-12,7.820636199298103e-05,2010
5226,Manganese,2011-01,3.7608420398699586e-05,2011
5227,Manganese,2011-02,0.00012584485525171644,2011
5228,Manganese,2011-03,0.0002087876727828732,2011
5229,Manganese,2011-04,0.000205253177717625,2011
5230,Manganese,2011-05,6.997841203858199e-05,2011
5231,Manganese,2011-06,4.181550775605755e-05,2011
5232,Manganese,2011-07,0.00014654128746711403,2011
5233,Manganese,2011-08,9.481423270268864e-06,2011
5234,Manganese,2011-09,6.917511770557105e-05,2011
5235,Manganese,2011-10,9.921832576018038e-05,2011
5236,Manganese,2011-11,6.64387344292499e-05,2011
5237,Manganese,2011-12,6.431518699085484e-05,2011
5238,Manganese,2012-01,0.0003500664898195066,2012
5239,Manganese,2012-02,8.670400416978611e-05,2012
5240,Manganese,2012-03,0.00020949457179592282,2012
5241,Manganese,2012-04,0.0003095207821424456,2012
5242,Manganese,2012-05,7.072145929661711e-05,2012
5243,Manganese,2012-06,4.6200899781458046e-05,2012
5244,Manganese,2012-07,0.00013118944021401594,2012
5245,Manganese,2012-08,2.352122311278237e-05,2012
5246,Manganese,2012-09,0.00014500967293883978,2012
5247,Manganese,2012-10,8.75208301870972e-06,2012
5248,Manganese,2012-11,4.147982423001943e-05,2012
5249,Manganese,2012-12,0.00015023287120192872,2012
5250,Manganese,2013-01,8.149535764729319e-05,2013
5251,Manganese,2013-02,0.0003154284381800747,2013
5252,Manganese,2013-03,0.00012155296838677228,2013
5253,Manganese,2013-04,0.00016030082684233255,2013
5254,Manganese,2013-05,0.00016598493754271804,2013
5255,Manganese,2013-06,0.0002042685683780202,2013
5256,Manganese,2013-07,0.00043303531878620844,2013
5257,Manganese,2013-08,0.0002507696197245429,2013
5258,Manganese,2013-09,0.0004957342952338658,2013
5259,Manganese,2013-10,0.00026918335721030104,2013
5260,Manganese,2013-11,0.000758883632028768,2013
5261,Manganese,2013-12,0.00020454627870457543,2013
5262,Manganese,2014-01,0.00018846432615769629,2014
5263,Manganese,2014-02,0.0008997814580388876,2014
5264,Manganese,2014-03,0.0004402970995566274,2014
5265,Manganese,2014-04,4.443365224883396e-05,2014
5266,Manganese,2014-06,5.038648604293612e-05,2014
5267,Manganese,2014-07,0.0011282761684334598,2014
5268,Manganese,2014-08,0.00024802056800712777,2014
5269,Manganese,2014-09,0.0001918428876171247,2014
5270,Manganese,2014-10,0.0004718996436694344,2014
5271,Manganese,2014-11,0.00209046448314436,2014
5272,Manganese,2014-12,0.0007933307831325902,2014
5273,Manganese,2015-01,0.00020225925248588543,2015
5274,Manganese,2015-02,7.197653231284181e-05,2015
5275,Manganese,2015-03,5.4924676237956885e-05,2015
5276,Manganese,2015-04,4.266640471620989e-05,2015
5277,Manganese,2015-05,9.128177775003225e-05,2015
5278,Manganese,2015-06,1.1865804861904527e-05,2015
5279,Manganese,2015-07,0.00016646798520163528,2015
5280,Manganese,2015-08,0.00015600075735188444,2015
5281,Manganese,2015-09,4.7202340049945016e-05,2015
5282,Manganese,2015-10,5.315207340977941e-05,2015
5283,Manganese,2015-11,8.319528146438873e-05,2015
5284,Manganese,2015-12,0.00015334028144679273,2015
5285,Mercury,1998-01,0.0,1998
5286,Mercury,1998-02,0.0,1998
5287,Mercury,1998-03,0.0,1998
5288,Mercury,1998-04,0.0,1998
5289,Mercury,1998-05,0.0,1998
5290,Mercury,1998-06,0.0,1998
5291,Mercury,1998-07,0.0,1998
5292,Mercury,1998-08,0.0,1998
5293,Mercury,1998-09,0.0,1998
5294,Mercury,1998-10,0.0,1998
5295,Mercury,1998-11,0.0,1998
5296,Mercury,1998-12,0.0,1998
5297,Mercury,2005-01,0.8239158001521683,2005
5298,Mercury,2005-02,0.10278975399442046,2005
5299,Mercury,2005-03,0.16439259447121476,2005
5300,Mercury,2005-04,0.059294953081410084,2005
5301,Mercury,2005-05,0.12693380674613236,2005
5302,Mercury,2005-06,0.0,2005
5303,Mercury,2005-07,0.0,2005
5304,Mercury,2005-08,0.0,2005
5305,Mercury,2005-09,0.08326147603347703,2005
5306,Mercury,2005-10,0.0,2005
5307,Mercury,2005-11,0.0,2005
5308,Mercury,2005-12,0.0,2005
5309,Mercury,2006-01,0.2174217899180976,2006
5310,Mercury,2006-02,0.19865584580268827,2006
5311,Mercury,2006-03,0.09604362160791277,2006
5312,Mercury,2006-04,0.2092763049932121,2006
5313,Mercury,2006-05,0.10803956378392089,2006
5314,Mercury,2006-06,0.23845055194415155,2006
5315,Mercury,2006-07,0.2105503423788993,2006
5316,Mercury,2006-08,0.15285315749429368,2006
5317,Mercury,2006-09,0.13286703952373963,2006
5318,Mercury,2006-10,0.6191844900949641,2006
5319,Mercury,2006-11,0.11835319976329357,2006
5320,Mercury,2006-12,0.15054527009890947,2006
5321,Mercury,2007-01,0.10829317778341366,2007
5322,Mercury,2007-02,0.25090878349818235,2007
5323,Mercury,2007-03,0.15320821709358357,2007
5324,Mercury,2007-04,0.11421083777157834,2007
5325,Mercury,2007-05,0.11450672077098659,2007
5326,Mercury,2007-06,0.09941668780116664,2007
5327,Mercury,2007-07,0.10261222419477556,2007
5328,Mercury,2007-08,0.10902418284077514,2007
5329,Mercury,2007-09,0.13763780937178316,2007
5330,Mercury,2007-11,0.13262520326416136,2007
5331,Mercury,2007-12,0.16845605432975458,2007
5332,Mercury,2008-01,0.19843886493645557,2008
5333,Mercury,2008-02,0.10563023078873952,2008
5334,Mercury,2008-04,0.11480260377039476,2008
5335,Mercury,2008-05,0.12285062135429874,2008
5336,Mercury,2008-06,0.30677149378645696,2008
5337,Mercury,2008-09,0.5768104581191063,2008
5338,Mercury,2008-10,0.11006847577986302,2008
5339,Mercury,2008-11,0.1723652963825421,2008
5340,Mercury,2008-12,0.14805985290388027,2008
5341,Mercury,2009-04,0.30416772339166454,2009
5342,Mercury,2009-05,0.5971456897147994,2009
5343,Mercury,2009-06,0.351509003296982,2009
5344,Mercury,2009-07,0.3799137712401724,2009
5345,Mercury,2009-08,0.23756715007032017,2009
5346,Mercury,2009-09,0.22262236875475525,2009
5347,Mercury,2009-10,0.27823761326170665,2009
5348,Mercury,2009-11,0.2504784082263159,2009
5349,Mercury,2009-12,0.2275609249994236,2009
5350,Mercury,2010-01,0.48451979164634496,2010
5351,Mercury,2010-02,0.5473380284437853,2010
5352,Mercury,2010-03,0.5730115687001307,2010
5353,Mercury,2010-04,0.6959168146081662,2010
5354,Mercury,2010-05,0.6877060613745878,2010
5355,Mercury,2010-06,0.6921443063657113,2010
5356,Mercury,2010-07,0.5937688991201545,2010
5357,Mercury,2010-08,0.5353206266216664,2010
5358,Mercury,2010-09,0.5648178856395949,2010
5359,Mercury,2010-10,0.5295850484792913,2010
5360,Mercury,2010-11,0.2624482204751035,2010
5361,Mercury,2010-12,0.5809321289919819,2010
5362,Mercury,2011-01,0.4988587370022825,2011
5363,Mercury,2011-02,0.5203842252092314,2011
5364,Mercury,2011-03,0.8285569363428861,2011
5365,Mercury,2011-04,0.560721044109327,2011
5366,Mercury,2011-05,0.28732515265611897,2011
5367,Mercury,2011-06,0.42816010502603263,2011
5368,Mercury,2011-07,1.0,2011
5369,Mercury,2011-08,0.4171950291656099,2011
5370,Mercury,2011-09,0.21237002282525996,2011
5371,Mercury,2011-10,0.26954941246090114,2011
5372,Mercury,2011-11,0.25130329416406,2011
5373,Mercury,2011-12,0.25519908698960186,2011
5374,Mercury,2012-01,0.2737186729071081,2012
5375,Mercury,2012-02,0.22264325461353704,2012
5376,Mercury,2012-03,0.21658635556682723,2012
5377,Mercury,2012-04,0.3053512553892974,2012
5378,Mercury,2012-05,0.49424296221151404,2012
5379,Mercury,2012-06,0.46462084707075824,2012
5380,Mercury,2012-07,0.24286076591427838,2012
5381,Mercury,2012-08,0.11574942936850113,2012
5382,Mercury,2012-09,0.07367486685265026,2012
5383,Mercury,2012-10,0.35790007608419977,2012
5384,Mercury,2012-11,0.2840476794319046,2012
5385,Mercury,2012-12,0.23315580353368834,2012
5386,Mercury,2013-01,0.1627356496745287,2013
5387,Mercury,2013-02,0.19824160960351678,2013
5388,Mercury,2013-03,0.24084876151830248,2013
5389,Mercury,2013-04,0.09172372981655254,2013
5390,Mercury,2013-05,0.09468255981063486,2013
5391,Mercury,2013-06,0.08580606982838786,2013
5392,Mercury,2013-07,0.010651787978696422,2013
5393,Mercury,2013-08,0.0,2013
5394,Mercury,2013-09,0.01775297996449404,2013
5395,Mercury,2013-10,0.006657367486685263,2013
5396,Mercury,2013-11,0.11361907177276184,2013
5397,Mercury,2013-12,0.1306619325386761,2013
5398,Mercury,2014-01,0.0760841998478316,2014
5399,Mercury,2014-02,0.12072026375855946,2014
5400,Mercury,2014-03,0.0782906416434187,2014
5401,Mercury,2014-04,0.3639360892721277,2014
5402,Mercury,2014-05,0.11361907177276184,2014
5403,Mercury,2014-06,0.1215191478569617,2014
5404,Mercury,2014-07,0.1092695916814608,2014
5405,Mercury,2014-08,0.031051575865169573,2014
5406,Mercury,2014-09,0.011069505154331577,2014
5407,Mercury,2014-10,0.036797085744587635,2014
5408,Mercury,2014-11,0.024208609042491867,2014
5409,Mercury,2014-12,0.05545587116408825,2014
5410,Mercury,2015-01,0.07133470131187604,2015
5411,Mercury,2015-02,0.025248682616169298,2015
5412,Mercury,2015-03,0.05680953588638092,2015
5413,Mercury,2015-04,0.16332741567334513,2015
5414,Mercury,2015-05,0.030180065939639865,2015
5415,Mercury,2015-06,0.0,2015
5416,Mercury,2015-07,0.0,2015
5417,Mercury,2015-08,0.14596894637472876,2015
5418,Mercury,2015-09,0.029736241440527514,2015
5419,Mercury,2015-10,0.0,2015
5420,Mercury,2015-11,0.0,2015
5421,Mercury,2015-12,0.008432665483134667,2015
5422,Mercury,2016-01,0.0,2016
5423,Mercury,2016-02,0.16066446867867104,2016
5424,Mercury,2016-03,0.10119198579761601,2016
5425,Mercury,2016-04,0.03441346885424998,2016
5426,Mercury,2016-05,0.0,2016
5427,Mercury,2016-06,0.0884421183685703,2016
5428,Mercury,2016-07,0.02840476794319046,2016
5429,Mercury,2016-08,0.04916209836321425,2016
5430,Mercury,2016-09,0.04486662209208494,2016
5431,Mercury,2016-10,0.009559296903958328,2016
5432,Mercury,2016-11,0.035210076929579844,2016
5433,Mercury,2016-12,0.01032900652479653,2016
5434,Methoxychlor,2005-02,0.2520325203252033,2005
5435,Methoxychlor,2005-03,1.0,2005
5436,Methoxychlor,2005-07,0.2682926829268293,2005
5437,Methoxychlor,2005-11,0.34146341463414637,2005
5438,Methoxychlor,2005-12,0.3075880758807588,2005
5439,Methoxychlor,2006-02,0.1788617886178862,2006
5440,Methoxychlor,2006-03,0.0,2006
5441,Methoxychlor,2006-05,0.5420054200542004,2006
5442,Methylosmoline,2014-01,0.0003654147907193903,2014
5443,Methylosmoline,2014-02,0.0003363272814917927,2014
5444,Methylosmoline,2014-03,0.0002221942803456973,2014
5445,Methylosmoline,2014-04,0.00011395366758649521,2014
5446,Methylosmoline,2014-05,9.382008476069485e-05,2014
5447,Methylosmoline,2014-06,0.00032426660693400764,2014
5448,Methylosmoline,2014-07,0.00013895788961086774,2014
5449,Methylosmoline,2014-08,0.0003676850353420326,2014
5450,Methylosmoline,2014-09,4.8999446438686606e-05,2014
5451,Methylosmoline,2014-10,0.0,2014
5452,Methylosmoline,2014-11,7.378295023585955e-05,2014
5453,Methylosmoline,2014-12,5.16480651651021e-05,2014
5454,Methylosmoline,2015-01,0.010498611123798653,2015
5455,Methylosmoline,2015-02,0.015244787234565836,2015
5456,Methylosmoline,2015-03,0.015622309996605983,2015
5457,Methylosmoline,2015-04,0.017026645482761844,2015
5458,Methylosmoline,2015-05,0.016416706427478736,2015
5459,Methylosmoline,2015-06,0.02863639270237434,2015
5460,Methylosmoline,2015-07,0.030607910970086877,2015
5461,Methylosmoline,2015-08,0.033404001003448126,2015
5462,Methylosmoline,2015-09,0.022076166139528477,2015
5463,Methylosmoline,2015-10,0.05954612008257132,2015
5464,Methylosmoline,2015-11,0.08822565531556968,2015
5465,Methylosmoline,2015-12,0.0007144649014505729,2015
5466,Methylosmoline,2016-01,0.25363248598975285,2016
5467,Methylosmoline,2016-02,0.22907269588143575,2016
5468,Methylosmoline,2016-03,0.23019911558836983,2016
5469,Methylosmoline,2016-04,0.23247163045563426,2016
5470,Methylosmoline,2016-05,0.22511860050288668,2016
5471,Methylosmoline,2016-06,0.225822556923546,2016
5472,Methylosmoline,2016-07,0.22631321354261458,2016
5473,Methylosmoline,2016-08,0.361364208101649,2016
5474,Methylosmoline,2016-09,0.22542904785562148,2016
5475,Methylosmoline,2016-10,0.22343075962006698,2016
5476,Methylosmoline,2016-11,0.21317369982144527,2016
5477,Methylosmoline,2016-12,1.0,2016
5478,Metolachlor,2005-05,0.4873029772329249,2005
5479,Metolachlor,2005-06,0.17253013289378802,2005
5480,Metolachlor,2005-07,0.20008756567425579,2005
5481,Metolachlor,2005-08,0.08975481611208408,2005
5482,Metolachlor,2005-09,0.36295971978984237,2005
5483,Metolachlor,2006-01,0.35923817863397556,2006
5484,Metolachlor,2006-02,0.3547504378283713,2006
5485,Metolachlor,2006-03,0.5359019264448337,2006
5486,Metolachlor,2006-04,0.41799137814899645,2006
5487,Metolachlor,2006-05,0.7556121636682058,2006
5488,Metolachlor,2006-06,0.4802977232924695,2006
5489,Metolachlor,2006-07,0.611646234676007,2006
5490,Metolachlor,2006-08,1.0,2006
5491,Metolachlor,2006-09,0.7600700525394045,2006
5492,Metolachlor,2006-10,0.534424255691769,2006
5493,Metolachlor,2006-11,0.5376532399299476,2006
5494,Metolachlor,2006-12,0.4081290134267368,2006
5495,Metolachlor,2007-01,0.1957092819614712,2007
5496,Metolachlor,2007-02,0.4223292469352015,2007
5497,Metolachlor,2007-03,0.19658493870402804,2007
5498,Metolachlor,2007-04,0.13210895013365292,2007
5499,Metolachlor,2007-05,0.18286631640396966,2007
5500,Metolachlor,2007-06,0.05465557501459427,2007
5501,Metolachlor,2007-07,0.032837127845884426,2007
5502,Metolachlor,2007-08,0.0010215995329830646,2007
5503,Metolachlor,2007-09,0.0,2007
5504,Metolachlor,2007-10,0.0005746497373029698,2007
5505,Metolachlor,2007-11,0.0005107997664915323,2007
5506,Metolachlor,2007-12,0.005618797431406895,2007
5507,Naphthalene,2008-01,0.1839684625492772,2008
5508,Naphthalene,2008-02,0.1839684625492772,2008
5509,Naphthalene,2008-03,0.1839684625492772,2008
5510,Naphthalene,2008-05,0.1839684625492772,2008
5511,Naphthalene,2008-06,0.1839684625492772,2008
5512,Naphthalene,2008-07,1.0,2008
5513,Naphthalene,2008-08,0.1839684625492772,2008
5514,Naphthalene,2008-09,0.1839684625492772,2008
5515,Naphthalene,2008-10,0.1839684625492772,2008
5516,Naphthalene,2008-11,0.1839684625492772,2008
5517,Naphthalene,2009-01,0.1839684625492772,2009
5518,Naphthalene,2009-02,0.1839684625492772,2009
5519,Naphthalene,2009-03,0.1839684625492772,2009
5520,Naphthalene,2009-04,0.1839684625492772,2009
5521,Naphthalene,2009-05,0.1839684625492772,2009
5522,Naphthalene,2009-06,0.1839684625492772,2009
5523,Naphthalene,2009-07,0.0,2009
5524,Naphthalene,2009-08,0.1839684625492772,2009
5525,Naphthalene,2009-09,0.5105124835742443,2009
5526,Naphthalene,2009-10,0.16672141918528235,2009
5527,Naphthalene,2009-11,0.3334428383705651,2009
5528,Naphthalene,2009-12,0.1839684625492772,2009
5529,Nickel,1998-01,0.37321428571428567,1998
5530,Nickel,1998-02,0.027499999999999997,1998
5531,Nickel,1998-03,0.38499999999999995,1998
5532,Nickel,1998-04,0.4774999999999999,1998
5533,Nickel,1998-05,0.8903125,1998
5534,Nickel,1998-06,0.7924999999999999,1998
5535,Nickel,1998-07,0.15125,1998
5536,Nickel,1998-08,1.0,1998
5537,Nickel,1998-09,0.2509375,1998
5538,Nickel,1998-10,0.011785714285714285,1998
5539,Nickel,1998-11,0.021607142857142856,1998
5540,Nickel,1998-12,0.02357142857142857,1998
5541,Nickel,1999-07,0.7855833333333332,1999
5542,Nickel,1999-08,0.8864166666666664,1999
5543,Nickel,2001-12,0.13505249999999996,2001
5544,Nickel,2002-02,0.06719166666666666,2002
5545,Nickel,2002-03,0.07418888888888887,2002
5546,Nickel,2002-04,0.08385972222222222,2002
5547,Nickel,2002-05,0.17872884615384613,2002
5548,Nickel,2002-06,0.05406805555555555,2002
5549,Nickel,2002-08,0.021266666666666663,2002
5550,Nickel,2002-10,0.021938888888888886,2002
5551,Nickel,2003-01,0.08081944444444444,2003
5552,Nickel,2003-02,0.0555347222222222,2003
5553,Nickel,2003-03,0.0664888888888889,2003
5554,Nickel,2003-04,0.07737714285714285,2003
5555,Nickel,2003-05,0.2101916666666667,2003
