id,chemical,date,misurations
4595,Lead,2007-04,19
4596,Lead,2007-05,20
4597,Lead,2007-06,21
4598,Lead,2007-07,21
4599,Lead,2007-08,18
4600,Lead,2007-09,18
4601,Lead,2007-10,16
4602,Lead,2007-11,17
4603,Lead,2007-12,18
4604,Lead,2008-01,9
4605,Lead,2008-02,8
4606,Lead,2008-04,9
4607,Lead,2008-05,5
4608,Lead,2008-06,5
4609,Lead,2008-09,11
4610,Lead,2008-10,11
4611,Lead,2008-11,11
4612,Lead,2008-12,10
4613,Lead,2009-01,2
4614,Lead,2009-02,2
4615,Lead,2009-03,2
4616,Lead,2009-04,12
4617,Lead,2009-05,11
4618,Lead,2009-06,12
4619,Lead,2009-07,12
4620,Lead,2009-08,11
4621,Lead,2009-09,11
4622,Lead,2009-10,12
4623,Lead,2009-11,12
4624,Lead,2009-12,11
4625,Lead,2010-01,13
4626,Lead,2010-02,13
4627,Lead,2010-03,15
4628,Lead,2010-04,17
4629,Lead,2010-05,16
4630,Lead,2010-06,17
4631,Lead,2010-07,18
4632,Lead,2010-08,18
4633,Lead,2010-09,19
4634,Lead,2010-10,19
4635,Lead,2010-11,16
4636,Lead,2010-12,15
4637,Lead,2011-01,17
4638,Lead,2011-02,21
4639,Lead,2011-03,17
4640,Lead,2011-04,16
4641,Lead,2011-05,16
4642,Lead,2011-06,18
4643,Lead,2011-07,14
4644,Lead,2011-08,18
4645,Lead,2011-09,17
4646,Lead,2011-10,13
4647,Lead,2011-11,18
4648,Lead,2011-12,16
4649,Lead,2012-01,13
4650,Lead,2012-02,19
4651,Lead,2012-03,6
4652,Lead,2012-04,6
4653,Lead,2012-05,6
4654,Lead,2012-06,9
4655,Lead,2012-07,6
4656,Lead,2012-08,6
4657,Lead,2012-09,5
4658,Lead,2012-10,6
4659,Lead,2012-11,6
4660,Lead,2012-12,4
4661,Lead,2013-01,6
4662,Lead,2013-02,6
4663,Lead,2013-03,5
4664,Lead,2013-04,6
4665,Lead,2013-05,6
4666,Lead,2013-06,5
4667,Lead,2013-07,6
4668,Lead,2013-08,6
4669,Lead,2013-09,7
4670,Lead,2013-10,9
4671,Lead,2013-11,6
4672,Lead,2013-12,6
4673,Lead,2014-01,7
4674,Lead,2014-02,4
4675,Lead,2014-03,2
4676,Lead,2014-04,4
4677,Lead,2014-05,2
4678,Lead,2014-06,8
4679,Lead,2014-07,7
4680,Lead,2014-08,8
4681,Lead,2014-09,22
4682,Lead,2014-10,16
4683,Lead,2014-11,16
4684,Lead,2014-12,13
4685,Lead,2015-01,6
4686,Lead,2015-02,8
4687,Lead,2015-03,7
4688,Lead,2015-04,6
4689,Lead,2015-05,7
4690,Lead,2015-06,7
4691,Lead,2015-07,6
4692,Lead,2015-08,8
4693,Lead,2015-09,7
4694,Lead,2015-10,7
4695,Lead,2015-11,6
4696,Lead,2015-12,6
4697,Lead,2016-01,10
4698,Lead,2016-02,13
4699,Lead,2016-03,11
4700,Lead,2016-04,12
4701,Lead,2016-05,11
4702,Lead,2016-06,11
4703,Lead,2016-07,10
4704,Lead,2016-08,12
4705,Lead,2016-09,11
4706,Lead,2016-10,12
4707,Lead,2016-11,11
4708,Lead,2016-12,11
4709,Macrozoobenthos,1998-01,7
4710,Macrozoobenthos,1998-02,7
4711,Macrozoobenthos,1998-03,7
4712,Macrozoobenthos,1998-04,11
4713,Macrozoobenthos,1998-05,8
4714,Macrozoobenthos,1998-06,11
4715,Macrozoobenthos,1998-07,8
4716,Macrozoobenthos,1998-08,11
4717,Macrozoobenthos,1998-09,8
4718,Macrozoobenthos,1998-10,14
4719,Macrozoobenthos,1998-11,14
4720,Macrozoobenthos,1998-12,14
4721,Macrozoobenthos,1999-01,7
4722,Macrozoobenthos,1999-02,6
4723,Macrozoobenthos,1999-03,15
4724,Macrozoobenthos,1999-04,12
4725,Macrozoobenthos,1999-05,15
4726,Macrozoobenthos,1999-06,9
4727,Macrozoobenthos,1999-07,15
4728,Macrozoobenthos,1999-08,9
4729,Macrozoobenthos,1999-09,14
4730,Macrozoobenthos,1999-10,9
4731,Macrozoobenthos,1999-11,13
4732,Macrozoobenthos,1999-12,14
4733,Macrozoobenthos,2000-01,14
4734,Macrozoobenthos,2000-02,15
4735,Macrozoobenthos,2000-03,15
4736,Macrozoobenthos,2000-04,15
4737,Macrozoobenthos,2000-05,15
4738,Macrozoobenthos,2000-06,15
4739,Macrozoobenthos,2000-07,15
4740,Macrozoobenthos,2000-08,15
4741,Macrozoobenthos,2000-09,15
4742,Macrozoobenthos,2000-10,15
4743,Macrozoobenthos,2000-11,15
4744,Macrozoobenthos,2000-12,15
4745,Macrozoobenthos,2001-01,15
4746,Macrozoobenthos,2001-02,12
4747,Macrozoobenthos,2001-03,15
4748,Macrozoobenthos,2001-05,15
4749,Macrozoobenthos,2001-06,15
4750,Macrozoobenthos,2001-07,15
4751,Macrozoobenthos,2001-08,15
4752,Macrozoobenthos,2001-09,15
4753,Macrozoobenthos,2003-01,15
4754,Macrozoobenthos,2003-02,15
4755,Macrozoobenthos,2003-03,3
4756,Macrozoobenthos,2003-04,3
4757,Macrozoobenthos,2003-05,3
4758,Macrozoobenthos,2003-06,11
4759,Macrozoobenthos,2003-07,11
4760,Macrozoobenthos,2003-08,11
4761,Macrozoobenthos,2003-09,8
4762,Macrozoobenthos,2003-11,6
4763,Macrozoobenthos,2003-12,6
4764,Macrozoobenthos,2004-01,3
4765,Macrozoobenthos,2004-02,10
4766,Macrozoobenthos,2004-03,6
4767,Macrozoobenthos,2004-04,3
4768,Macrozoobenthos,2004-05,17
4769,Macrozoobenthos,2004-06,3
4770,Macrozoobenthos,2004-07,3
4771,Macrozoobenthos,2004-08,3
4772,Macrozoobenthos,2004-09,7
4773,Macrozoobenthos,2004-10,7
4774,Macrozoobenthos,2004-11,10
4775,Macrozoobenthos,2004-12,1
4776,Macrozoobenthos,2005-01,17
4777,Macrozoobenthos,2005-02,18
4778,Macrozoobenthos,2005-03,18
4779,Macrozoobenthos,2005-04,18
4780,Macrozoobenthos,2005-05,18
4781,Macrozoobenthos,2005-06,18
4782,Macrozoobenthos,2005-07,18
4783,Macrozoobenthos,2005-08,18
4784,Macrozoobenthos,2005-09,7
4785,Macrozoobenthos,2005-10,18
4786,Macrozoobenthos,2005-11,18
4787,Macrozoobenthos,2005-12,6
4788,Macrozoobenthos,2006-01,3
4789,Macrozoobenthos,2006-02,18
4790,Macrozoobenthos,2006-03,17
4791,Macrozoobenthos,2006-04,14
4792,Macrozoobenthos,2006-05,17
4793,Macrozoobenthos,2006-06,17
4794,Macrozoobenthos,2006-07,17
4795,Macrozoobenthos,2006-08,17
4796,Macrozoobenthos,2006-09,6
4797,Macrozoobenthos,2006-10,15
4798,Macrozoobenthos,2006-11,17
4799,Macrozoobenthos,2006-12,17
4800,Macrozoobenthos,2007-01,17
4801,Macrozoobenthos,2007-02,15
4802,Macrozoobenthos,2007-03,11
4803,Macrozoobenthos,2007-04,15
4804,Macrozoobenthos,2007-05,12
4805,Macrozoobenthos,2007-06,6
4806,Macrozoobenthos,2007-07,9
4807,Macrozoobenthos,2007-08,3
4808,Macrozoobenthos,2007-09,3
4809,Macrozoobenthos,2007-11,3
4810,Macrozoobenthos,2007-12,3
4811,Macrozoobenthos,2008-02,3
4812,Macrozoobenthos,2008-05,3
4813,Macrozoobenthos,2008-08,3
4814,Macrozoobenthos,2008-10,3
4815,Macrozoobenthos,2009-03,3
4816,Macrozoobenthos,2009-07,1
4817,Macrozoobenthos,2009-08,1
4818,Macrozoobenthos,2009-09,3
4819,Macrozoobenthos,2010-04,3
4820,Macrozoobenthos,2010-07,4
4821,Macrozoobenthos,2010-09,4
4822,Macrozoobenthos,2011-04,2
4823,Macrozoobenthos,2011-05,1
4824,Macrozoobenthos,2011-06,1
4825,Macrozoobenthos,2011-07,4
4826,Macrozoobenthos,2011-08,2
4827,Macrozoobenthos,2011-09,1
4828,Macrozoobenthos,2011-10,1
4829,Macrozoobenthos,2012-03,1
4830,Macrozoobenthos,2012-04,3
4831,Macrozoobenthos,2012-08,1
4832,Macrozoobenthos,2012-09,1
4833,Macrozoobenthos,2013-04,1
4834,Macrozoobenthos,2013-05,3
4835,Macrozoobenthos,2013-06,7
4836,Macrozoobenthos,2013-08,9
4837,Macrozoobenthos,2013-09,3
4838,Macrozoobenthos,2013-10,6
4839,Macrozoobenthos,2014-05,6
4840,Macrozoobenthos,2016-03,1
4841,Macrozoobenthos,2016-05,2
4842,Macrozoobenthos,2016-09,3
4843,Magnesium,1998-01,7
4844,Magnesium,1998-02,7
4845,Magnesium,1998-03,7
4846,Magnesium,1998-04,11
4847,Magnesium,1998-05,8
4848,Magnesium,1998-06,11
4849,Magnesium,1998-07,8
4850,Magnesium,1998-08,11
4851,Magnesium,1998-09,8
4852,Magnesium,1998-10,14
4853,Magnesium,1998-11,14
4854,Magnesium,1998-12,14
4855,Magnesium,1999-01,15
4856,Magnesium,1999-02,15
4857,Magnesium,1999-03,15
4858,Magnesium,1999-04,15
4859,Magnesium,1999-05,15
4860,Magnesium,1999-06,15
4861,Magnesium,1999-07,16
4862,Magnesium,1999-08,14
4863,Magnesium,1999-09,14
4864,Magnesium,1999-10,14
4865,Magnesium,1999-11,14
4866,Magnesium,1999-12,14
4867,Magnesium,2000-01,14
4868,Magnesium,2000-02,15
4869,Magnesium,2000-03,15
4870,Magnesium,2000-04,15
4871,Magnesium,2000-05,15
4872,Magnesium,2000-06,15
4873,Magnesium,2000-07,15
4874,Magnesium,2000-08,15
4875,Magnesium,2000-09,15
4876,Magnesium,2000-10,15
4877,Magnesium,2000-11,15
4878,Magnesium,2000-12,15
4879,Magnesium,2001-01,15
4880,Magnesium,2001-02,12
4881,Magnesium,2001-03,15
4882,Magnesium,2001-04,15
4883,Magnesium,2001-05,15
4884,Magnesium,2001-06,15
4885,Magnesium,2001-07,15
4886,Magnesium,2001-08,15
4887,Magnesium,2001-09,15
4888,Magnesium,2001-10,4
4889,Magnesium,2001-11,11
4890,Magnesium,2001-12,10
4891,Magnesium,2002-01,9
4892,Magnesium,2002-02,20
4893,Magnesium,2002-03,18
4894,Magnesium,2002-04,15
4895,Magnesium,2002-05,21
4896,Magnesium,2002-06,21
4897,Magnesium,2002-07,21
4898,Magnesium,2002-08,21
4899,Magnesium,2002-09,24
4900,Magnesium,2002-10,33
4901,Magnesium,2002-11,16
4902,Magnesium,2002-12,21
4903,Magnesium,2003-01,18
4904,Magnesium,2003-02,18
4905,Magnesium,2003-03,21
4906,Magnesium,2003-04,21
4907,Magnesium,2003-05,21
4908,Magnesium,2003-06,21
4909,Magnesium,2003-07,21
4910,Magnesium,2003-08,15
4911,Magnesium,2003-09,15
4912,Magnesium,2003-10,21
4913,Magnesium,2003-11,18
4914,Magnesium,2003-12,21
4915,Magnesium,2004-01,13
4916,Magnesium,2004-02,17
4917,Magnesium,2004-03,21
4918,Magnesium,2004-04,18
4919,Magnesium,2004-05,15
4920,Magnesium,2004-06,18
4921,Magnesium,2004-07,18
4922,Magnesium,2004-08,18
4923,Magnesium,2004-09,18
4924,Magnesium,2004-10,18
4925,Magnesium,2004-11,10
4926,Magnesium,2004-12,16
4927,Magnesium,2005-01,18
4928,Magnesium,2005-02,18
4929,Magnesium,2005-03,18
4930,Magnesium,2005-04,18
4931,Magnesium,2005-05,18
4932,Magnesium,2005-06,18
4933,Magnesium,2005-07,18
4934,Magnesium,2005-08,18
4935,Magnesium,2005-09,18
4936,Magnesium,2005-10,18
4937,Magnesium,2005-11,18
4938,Magnesium,2005-12,18
4939,Magnesium,2006-01,18
4940,Magnesium,2006-02,18
4941,Magnesium,2006-03,18
4942,Magnesium,2006-04,18
4943,Magnesium,2006-05,18
4944,Magnesium,2006-06,18
4945,Magnesium,2006-07,17
4946,Magnesium,2006-08,18
4947,Magnesium,2006-09,18
4948,Magnesium,2006-10,16
4949,Magnesium,2006-11,18
4950,Magnesium,2006-12,18
4951,Magnesium,2007-01,18
4952,Magnesium,2007-02,16
4953,Magnesium,2007-03,18
4954,Magnesium,2007-04,16
4955,Magnesium,2007-05,18
4956,Magnesium,2007-06,16
4957,Magnesium,2007-07,18
4958,Magnesium,2007-08,15
4959,Magnesium,2007-09,15
4960,Magnesium,2007-10,13
4961,Magnesium,2007-11,16
4962,Magnesium,2007-12,15
4963,Magnesium,2008-01,14
4964,Magnesium,2008-02,13
4965,Magnesium,2008-03,15
4966,Magnesium,2008-04,9
4967,Magnesium,2008-05,20
4968,Magnesium,2008-06,15
4969,Magnesium,2008-07,18
4970,Magnesium,2008-08,24
4971,Magnesium,2008-09,19
4972,Magnesium,2008-10,24
4973,Magnesium,2008-11,18
4974,Magnesium,2008-12,14
4975,Magnesium,2009-01,17
4976,Magnesium,2009-02,19
4977,Magnesium,2009-03,20
4978,Magnesium,2009-04,20
4979,Magnesium,2009-05,19
4980,Magnesium,2009-06,19
4981,Magnesium,2009-07,19
4982,Magnesium,2009-08,16
4983,Magnesium,2009-09,21
4984,Magnesium,2009-10,15
4985,Magnesium,2009-11,16
4986,Magnesium,2009-12,16
4987,Magnesium,2010-01,16
4988,Magnesium,2010-02,17
4989,Magnesium,2010-03,17
4990,Magnesium,2010-04,17
4991,Magnesium,2010-05,17
4992,Magnesium,2010-06,17
4993,Magnesium,2010-07,17
4994,Magnesium,2010-08,17
4995,Magnesium,2010-09,17
4996,Magnesium,2010-10,17
4997,Magnesium,2010-11,17
4998,Magnesium,2010-12,15
4999,Magnesium,2011-01,16
5000,Magnesium,2011-02,20
5001,Magnesium,2011-03,17
5002,Magnesium,2011-04,15
5003,Magnesium,2011-05,18
5004,Magnesium,2011-06,18
5005,Magnesium,2011-07,12
5006,Magnesium,2011-08,19
5007,Magnesium,2011-09,16
5008,Magnesium,2011-10,12
5009,Magnesium,2011-11,19
5010,Magnesium,2011-12,14
5011,Magnesium,2012-01,13
5012,Magnesium,2012-02,21
5013,Magnesium,2012-03,17
5014,Magnesium,2012-04,14
5015,Magnesium,2012-05,14
5016,Magnesium,2012-06,12
5017,Magnesium,2012-07,19
5018,Magnesium,2012-08,11
5019,Magnesium,2012-09,20
5020,Magnesium,2012-10,17
5021,Magnesium,2012-11,17
5022,Magnesium,2012-12,15
5023,Magnesium,2013-01,17
5024,Magnesium,2013-02,18
5025,Magnesium,2013-03,17
5026,Magnesium,2013-04,18
5027,Magnesium,2013-05,14
5028,Magnesium,2013-06,18
5029,Magnesium,2013-07,18
5030,Magnesium,2013-08,17
5031,Magnesium,2013-09,18
5032,Magnesium,2013-10,17
5033,Magnesium,2013-11,15
5034,Magnesium,2013-12,17
5035,Magnesium,2014-01,17
5036,Magnesium,2014-02,6
5037,Magnesium,2014-03,23
5038,Magnesium,2014-04,20
5039,Magnesium,2014-05,17
5040,Magnesium,2014-06,21
5041,Magnesium,2014-07,19
5042,Magnesium,2014-08,19
5043,Magnesium,2014-09,26
5044,Magnesium,2014-10,23
5045,Magnesium,2014-11,26
5046,Magnesium,2014-12,16
5047,Magnesium,2015-01,18
5048,Magnesium,2015-02,18
5049,Magnesium,2015-03,18
5050,Magnesium,2015-04,16
5051,Magnesium,2015-05,18
5052,Magnesium,2015-06,18
5053,Magnesium,2015-07,18
5054,Magnesium,2015-08,18
5055,Magnesium,2015-09,22
5056,Magnesium,2015-10,17
5057,Magnesium,2015-11,16
5058,Magnesium,2015-12,18
5059,Magnesium,2016-01,17
5060,Magnesium,2016-02,18
5061,Magnesium,2016-03,17
5062,Magnesium,2016-04,18
5063,Magnesium,2016-05,18
5064,Magnesium,2016-06,18
5065,Magnesium,2016-07,18
5066,Magnesium,2016-08,18
5067,Magnesium,2016-09,17
5068,Magnesium,2016-10,18
5069,Magnesium,2016-11,16
5070,Magnesium,2016-12,18
5071,Manganese,1998-01,7
5072,Manganese,1998-02,7
5073,Manganese,1998-03,7
5074,Manganese,1998-04,11
5075,Manganese,1998-05,8
5076,Manganese,1998-06,11
5077,Manganese,1998-07,8
5078,Manganese,1998-08,14
5079,Manganese,1998-09,8
5080,Manganese,1998-10,14
5081,Manganese,1998-11,14
5082,Manganese,1998-12,14
5083,Manganese,1999-01,13
5084,Manganese,1999-02,15
5085,Manganese,1999-03,15
5086,Manganese,1999-04,15
5087,Manganese,1999-05,15
5088,Manganese,1999-06,15
5089,Manganese,1999-07,22
5090,Manganese,1999-08,20
5091,Manganese,1999-09,14
5092,Manganese,1999-10,14
5093,Manganese,1999-11,14
5094,Manganese,1999-12,14
5095,Manganese,2000-01,14
5096,Manganese,2000-02,15
5097,Manganese,2000-03,15
5098,Manganese,2000-04,15
5099,Manganese,2000-05,15
5100,Manganese,2000-06,15
5101,Manganese,2000-07,21
5102,Manganese,2000-08,21
5103,Manganese,2000-09,15
5104,Manganese,2000-10,15
5105,Manganese,2000-11,15
5106,Manganese,2000-12,15
5107,Manganese,2001-01,12
5108,Manganese,2001-02,12
5109,Manganese,2001-03,12
5110,Manganese,2001-04,15
5111,Manganese,2001-05,15
5112,Manganese,2001-06,15
5113,Manganese,2001-07,15
5114,Manganese,2001-08,15
5115,Manganese,2001-09,13
5116,Manganese,2001-10,4
5117,Manganese,2001-11,15
5118,Manganese,2001-12,10
5119,Manganese,2002-02,3
5120,Manganese,2002-03,18
5121,Manganese,2002-04,18
5122,Manganese,2002-05,13
5123,Manganese,2002-06,18
5124,Manganese,2002-07,15
5125,Manganese,2002-08,18
5126,Manganese,2002-09,21
5127,Manganese,2002-10,37
5128,Manganese,2002-11,13
5129,Manganese,2002-12,18
5130,Manganese,2003-01,18
5131,Manganese,2003-02,18
5132,Manganese,2003-03,18
5133,Manganese,2003-04,25
5134,Manganese,2003-05,16
5135,Manganese,2003-06,42
5136,Manganese,2003-07,25
5137,Manganese,2003-08,22
5138,Manganese,2003-09,6
5139,Manganese,2003-10,20
5140,Manganese,2003-11,21
5141,Manganese,2003-12,7
5142,Manganese,2004-01,23
5143,Manganese,2004-02,29
5144,Manganese,2004-03,22
5145,Manganese,2004-04,30
5146,Manganese,2004-05,29
5147,Manganese,2004-06,27
5148,Manganese,2004-07,30
5149,Manganese,2004-08,30
5150,Manganese,2004-09,30
5151,Manganese,2004-10,28
5152,Manganese,2004-11,28
5153,Manganese,2004-12,24
5154,Manganese,2005-01,27
5155,Manganese,2005-02,23
5156,Manganese,2005-03,27
5157,Manganese,2005-04,27
5158,Manganese,2005-05,25
5159,Manganese,2005-06,23
5160,Manganese,2005-07,27
5161,Manganese,2005-08,27
5162,Manganese,2005-09,26
5163,Manganese,2005-10,27
5164,Manganese,2005-11,27
5165,Manganese,2005-12,27
5166,Manganese,2006-01,27
5167,Manganese,2006-02,21
5168,Manganese,2006-03,21
5169,Manganese,2006-04,27
5170,Manganese,2006-05,19
5171,Manganese,2006-06,27
5172,Manganese,2006-07,27
5173,Manganese,2006-08,27
5174,Manganese,2006-09,27
5175,Manganese,2006-10,23
5176,Manganese,2006-11,27
5177,Manganese,2006-12,27
5178,Manganese,2007-01,27
5179,Manganese,2007-02,30
5180,Manganese,2007-03,34
5181,Manganese,2007-04,30
5182,Manganese,2007-05,33
5183,Manganese,2007-06,34
5184,Manganese,2007-07,34
5185,Manganese,2007-08,28
5186,Manganese,2007-09,28
5187,Manganese,2007-10,24
5188,Manganese,2007-11,26
5189,Manganese,2007-12,28
5190,Manganese,2008-01,14
5191,Manganese,2008-02,13
5192,Manganese,2008-03,4
5193,Manganese,2008-04,9
5194,Manganese,2008-05,17
5195,Manganese,2008-06,9
5196,Manganese,2008-07,7
5197,Manganese,2008-08,13
5198,Manganese,2008-09,19
5199,Manganese,2008-10,24
5200,Manganese,2008-11,18
5201,Manganese,2008-12,14
5202,Manganese,2009-01,19
5203,Manganese,2009-02,20
5204,Manganese,2009-03,21
5205,Manganese,2009-04,31
5206,Manganese,2009-05,30
5207,Manganese,2009-06,31
5208,Manganese,2009-07,31
5209,Manganese,2009-08,26
5210,Manganese,2009-09,26
5211,Manganese,2009-10,28
5212,Manganese,2009-11,28
5213,Manganese,2009-12,27
5214,Manganese,2010-01,26
5215,Manganese,2010-02,7
5216,Manganese,2010-03,6
5217,Manganese,2010-04,5
5218,Manganese,2010-05,5
5219,Manganese,2010-06,29
5220,Manganese,2010-07,30
5221,Manganese,2010-08,32
5222,Manganese,2010-09,37
5223,Manganese,2010-10,36
5224,Manganese,2010-11,33
5225,Manganese,2010-12,29
5226,Manganese,2011-01,29
5227,Manganese,2011-02,30
5228,Manganese,2011-03,8
5229,Manganese,2011-04,6
5230,Manganese,2011-05,22
5231,Manganese,2011-06,27
5232,Manganese,2011-07,9
5233,Manganese,2011-08,27
5234,Manganese,2011-09,9
5235,Manganese,2011-10,4
5236,Manganese,2011-11,31
5237,Manganese,2011-12,8
5238,Manganese,2012-01,7
5239,Manganese,2012-02,32
5240,Manganese,2012-03,11
5241,Manganese,2012-04,4
5242,Manganese,2012-05,16
5243,Manganese,2012-06,10
5244,Manganese,2012-07,11
5245,Manganese,2012-08,12
5246,Manganese,2012-09,9
5247,Manganese,2012-10,21
5248,Manganese,2012-11,14
5249,Manganese,2012-12,9
5250,Manganese,2013-01,21
5251,Manganese,2013-02,14
5252,Manganese,2013-03,21
5253,Manganese,2013-04,11
5254,Manganese,2013-05,10
5255,Manganese,2013-06,14
5256,Manganese,2013-07,11
5257,Manganese,2013-08,9
5258,Manganese,2013-09,13
5259,Manganese,2013-10,16
5260,Manganese,2013-11,11
5261,Manganese,2013-12,10
5262,Manganese,2014-01,12
5263,Manganese,2014-02,1
5264,Manganese,2014-03,2
5265,Manganese,2014-04,5
5266,Manganese,2014-06,19
5267,Manganese,2014-07,17
5268,Manganese,2014-08,15
5269,Manganese,2014-09,34
5270,Manganese,2014-10,17
5271,Manganese,2014-11,16
5272,Manganese,2014-12,17
5273,Manganese,2015-01,17
5274,Manganese,2015-02,27
5275,Manganese,2015-03,22
5276,Manganese,2015-04,4
5277,Manganese,2015-05,22
5278,Manganese,2015-06,21
5279,Manganese,2015-07,15
5280,Manganese,2015-08,23
5281,Manganese,2015-09,24
5282,Manganese,2015-10,15
5283,Manganese,2015-11,15
5284,Manganese,2015-12,16
5285,Mercury,1998-01,7
5286,Mercury,1998-02,7
5287,Mercury,1998-03,7
5288,Mercury,1998-04,11
5289,Mercury,1998-05,8
5290,Mercury,1998-06,11
5291,Mercury,1998-07,8
5292,Mercury,1998-08,11
5293,Mercury,1998-09,8
5294,Mercury,1998-10,14
5295,Mercury,1998-11,14
5296,Mercury,1998-12,14
5297,Mercury,2005-01,20
5298,Mercury,2005-02,20
5299,Mercury,2005-03,20
5300,Mercury,2005-04,20
5301,Mercury,2005-05,20
5302,Mercury,2005-06,20
5303,Mercury,2005-07,20
5304,Mercury,2005-08,20
5305,Mercury,2005-09,20
5306,Mercury,2005-10,21
5307,Mercury,2005-11,20
5308,Mercury,2005-12,21
5309,Mercury,2006-01,17
5310,Mercury,2006-02,20
5311,Mercury,2006-03,20
5312,Mercury,2006-04,17
5313,Mercury,2006-05,14
5314,Mercury,2006-06,19
5315,Mercury,2006-07,20
5316,Mercury,2006-08,20
5317,Mercury,2006-09,19
5318,Mercury,2006-10,18
5319,Mercury,2006-11,6
5320,Mercury,2006-12,20
5321,Mercury,2007-01,20
5322,Mercury,2007-02,18
5323,Mercury,2007-03,20
5324,Mercury,2007-04,18
5325,Mercury,2007-05,20
5326,Mercury,2007-06,14
5327,Mercury,2007-07,20
5328,Mercury,2007-08,17
5329,Mercury,2007-09,17
5330,Mercury,2007-11,17
5331,Mercury,2007-12,18
5332,Mercury,2008-01,9
5333,Mercury,2008-02,8
5334,Mercury,2008-04,9
5335,Mercury,2008-05,5
5336,Mercury,2008-06,5
5337,Mercury,2008-09,11
5338,Mercury,2008-10,11
5339,Mercury,2008-11,11
5340,Mercury,2008-12,10
5341,Mercury,2009-04,12
5342,Mercury,2009-05,11
5343,Mercury,2009-06,11
5344,Mercury,2009-07,11
5345,Mercury,2009-08,11
5346,Mercury,2009-09,10
5347,Mercury,2009-10,11
5348,Mercury,2009-11,11
5349,Mercury,2009-12,11
5350,Mercury,2010-01,13
5351,Mercury,2010-02,13
5352,Mercury,2010-03,13
5353,Mercury,2010-04,16
5354,Mercury,2010-05,16
5355,Mercury,2010-06,16
5356,Mercury,2010-07,13
5357,Mercury,2010-08,13
5358,Mercury,2010-09,13
5359,Mercury,2010-10,13
5360,Mercury,2010-11,12
5361,Mercury,2010-12,13
5362,Mercury,2011-01,16
5363,Mercury,2011-02,16
5364,Mercury,2011-03,14
5365,Mercury,2011-04,13
5366,Mercury,2011-05,13
5367,Mercury,2011-06,17
5368,Mercury,2011-07,14
5369,Mercury,2011-08,18
5370,Mercury,2011-09,16
5371,Mercury,2011-10,12
5372,Mercury,2011-11,18
5373,Mercury,2011-12,16
5374,Mercury,2012-01,11
5375,Mercury,2012-02,17
5376,Mercury,2012-03,4
5377,Mercury,2012-04,5
5378,Mercury,2012-05,5
5379,Mercury,2012-06,7
5380,Mercury,2012-07,5
5381,Mercury,2012-08,5
5382,Mercury,2012-09,4
5383,Mercury,2012-10,5
5384,Mercury,2012-11,5
5385,Mercury,2012-12,3
5386,Mercury,2013-01,6
5387,Mercury,2013-02,6
5388,Mercury,2013-03,6
5389,Mercury,2013-04,6
5390,Mercury,2013-05,6
5391,Mercury,2013-06,6
5392,Mercury,2013-07,5
5393,Mercury,2013-08,3
5394,Mercury,2013-09,6
5395,Mercury,2013-10,8
5396,Mercury,2013-11,5
5397,Mercury,2013-12,5
5398,Mercury,2014-01,7
5399,Mercury,2014-02,4
5400,Mercury,2014-03,2
5401,Mercury,2014-04,4
5402,Mercury,2014-05,2
5403,Mercury,2014-06,8
5404,Mercury,2014-07,16
5405,Mercury,2014-08,11
5406,Mercury,2014-09,17
5407,Mercury,2014-10,11
5408,Mercury,2014-11,11
5409,Mercury,2014-12,16
5410,Mercury,2015-01,11
5411,Mercury,2015-02,9
5412,Mercury,2015-03,2
5413,Mercury,2015-04,8
5414,Mercury,2015-05,2
5415,Mercury,2015-06,8
5416,Mercury,2015-07,8
5417,Mercury,2015-08,9
5418,Mercury,2015-09,8
5419,Mercury,2015-10,2
5420,Mercury,2015-11,8
5421,Mercury,2015-12,8
5422,Mercury,2016-01,8
5423,Mercury,2016-02,4
5424,Mercury,2016-03,12
5425,Mercury,2016-04,13
5426,Mercury,2016-05,12
5427,Mercury,2016-06,11
5428,Mercury,2016-07,12
5429,Mercury,2016-08,13
5430,Mercury,2016-09,11
5431,Mercury,2016-10,13
5432,Mercury,2016-11,12
5433,Mercury,2016-12,11
5434,Methoxychlor,2005-02,2
5435,Methoxychlor,2005-03,1
5436,Methoxychlor,2005-07,1
5437,Methoxychlor,2005-11,1
5438,Methoxychlor,2005-12,6
5439,Methoxychlor,2006-02,1
5440,Methoxychlor,2006-03,1
5441,Methoxychlor,2006-05,3
5442,Methylosmoline,2014-01,13
5443,Methylosmoline,2014-02,12
5444,Methylosmoline,2014-03,16
5445,Methylosmoline,2014-04,9
5446,Methylosmoline,2014-05,17
5447,Methylosmoline,2014-06,13
5448,Methylosmoline,2014-07,15
5449,Methylosmoline,2014-08,15
5450,Methylosmoline,2014-09,13
5451,Methylosmoline,2014-10,15
5452,Methylosmoline,2014-11,15
5453,Methylosmoline,2014-12,15
5454,Methylosmoline,2015-01,14
5455,Methylosmoline,2015-02,15
5456,Methylosmoline,2015-03,15
5457,Methylosmoline,2015-04,15
5458,Methylosmoline,2015-05,15
5459,Methylosmoline,2015-06,15
5460,Methylosmoline,2015-07,13
5461,Methylosmoline,2015-08,15
5462,Methylosmoline,2015-09,12
5463,Methylosmoline,2015-10,9
5464,Methylosmoline,2015-11,4
5465,Methylosmoline,2015-12,3
5466,Methylosmoline,2016-01,13
5467,Methylosmoline,2016-02,15
